,Controls.keys,Controls.rt,Points scored this round,Score,Method of Scoring,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,date,expName,psychopyVersion,OS,PROLIFIC_PID,UUID,frameRate
3,"[""left"",""left"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down""]","[0.570999999999998,0.9610000000000127,1.3910000000000196,1.6590000000000202,1.9099999999999966,2.1129999999999995,2.3770000000000095,3.7549999999999955,4.361000000000018,4.6299999999999955,4.8629999999999995,5.4339999999999975]",25,18,captured pig,3,0,3,0,1,-3218849794348992786,,SymbolicViewB,2020.1.3,Win32,-913006785135298835,-4719231822528726698,60
4,"[""left"",""left"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""up"",""right"",""right"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""down"",""up"",""up"",""right"",""up"",""up"",""up"",""up"",""up"",""up"",""left"",""left"",""left"",""down"",""down"",""left"",""left"",""left"",""up"",""up"",""up"",""up"",""right""]","[0.4749999999999943,0.8419999999999845,1.2229999999999848,1.4599999999999795,1.6809999999999832,1.9589999999999748,2.791999999999973,3.1799999999999784,3.7649999999999864,4.656999999999982,5.325999999999993,5.573999999999984,5.908999999999992,6.158999999999992,6.361999999999995,6.811000000000007,7.257000000000005,8.158999999999992,8.388999999999982,9.463999999999999,10.123999999999995,10.659999999999997,11.050999999999988,12.539999999999992,13.042000000000002,13.759999999999991,14.007000000000005,14.97799999999998,15.293000000000006,15.575999999999993,15.890999999999991,16.48599999999999,16.906999999999982,17.173000000000002,17.715000000000003,17.958,18.60899999999998,19.007000000000005,19.34099999999998,19.77799999999999,20.208,20.438999999999993,21.407999999999987,22.287999999999982]",0,-7,No points scored,4,0,4,0,1,-3218849794348992786,,SymbolicViewB,2020.1.3,Win32,-913006785135298835,-4719231822528726698,60
5,"[""left"",""left"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""right"",""up"",""up"",""up"",""down"",""down"",""down"",""down"",""up"",""up"",""up"",""up"",""right"",""down"",""down"",""right"",""right"",""right"",""down""]","[0.6200000000000045,0.9310000000000116,1.5220000000000198,1.7600000000000193,1.950000000000017,2.2220000000000084,2.6069999999999993,2.872000000000014,3.2860000000000014,3.75,4.213999999999999,4.548000000000002,5.9220000000000255,6.635000000000019,6.90300000000002,7.435000000000002,7.848000000000013,8.472000000000008,8.737000000000023,9.115000000000009,9.360000000000014,10.055000000000007,10.5,11.596000000000004,11.831000000000017,12.150000000000006,12.544000000000011,12.90300000000002,13.271000000000015,13.537000000000006,13.773000000000025,14.393]",0,-32,No points scored,5,0,5,0,1,-3218849794348992786,,SymbolicViewB,2020.1.3,Win32,-913006785135298835,-4719231822528726698,60
6,"[""down"",""left"",""left"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""right"",""right"",""right"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""left"",""left"",""left"",""down""]","[0.5799999999999841,1.0439999999999827,1.4120000000000061,1.8050000000000068,2.147999999999996,3.2609999999999957,4.631,5.587999999999994,5.8559999999999945,7.027999999999992,7.367999999999995,7.662000000000006,7.927999999999997,8.144999999999982,8.725999999999999,9.462999999999994,9.653999999999996,11.01400000000001,11.343999999999994,11.591000000000008,11.847999999999985,12.146999999999991,12.899000000000001,13.195999999999998,13.418999999999983,13.675999999999988,13.942000000000007,14.197000000000003,14.442999999999984,15.049999999999983,15.759999999999991,16.096000000000004,16.486999999999995,16.876000000000005]",25,-26,captured pig,6,0,6,0,1,-3218849794348992786,,SymbolicViewB,2020.1.3,Win32,-913006785135298835,-4719231822528726698,60
8,"[""down"",""right"",""right"",""down"",""down"",""down"",""down""]","[0.5450000000000159,1.0250000000000057,1.3950000000000102,1.7460000000000093,2.0340000000000202,2.265000000000015,2.684000000000026]",25,-31,captured pig,8,0,8,0,1,-3218849794348992786,,SymbolicViewB,2020.1.3,Win32,-913006785135298835,-4719231822528726698,60
9,"[""right"",""right"",""down"",""down"",""down"",""left"",""left"",""left"",""left"",""left"",""down"",""down"",""down"",""left"",""left"",""left""]","[0.90300000000002,1.3430000000000177,1.7770000000000152,2.058000000000021,2.2820000000000107,2.7450000000000045,3.5100000000000193,3.994000000000028,5.90900000000002,6.544000000000011,6.8910000000000196,7.125,7.365000000000009,7.65900000000002,7.873000000000019,8.110000000000014]",25,-19,captured pig,9,0,9,0,1,-3218849794348992786,,SymbolicViewB,2020.1.3,Win32,-913006785135298835,-4719231822528726698,60
10,"[""down"",""left"",""left"",""down"",""down"",""down"",""up"",""down"",""down"",""down"",""down"",""down"",""down"",""left"",""left"",""left"",""left"",""down"",""down"",""left"",""left"",""up"",""right"",""right"",""up"",""up"",""up"",""left"",""left"",""left"",""left""]","[0.5689999999999884,0.8909999999999911,1.2390000000000043,1.6779999999999973,1.992999999999995,2.203000000000003,3.556999999999988,4.218999999999994,4.751000000000005,4.784999999999997,5.069999999999993,5.340000000000003,5.927999999999997,6.018000000000001,6.408999999999992,6.822000000000003,7.186000000000007,7.471000000000004,7.888999999999982,8.240999999999985,8.602000000000004,9.091999999999985,9.533999999999992,10.074999999999989,10.62299999999999,10.888999999999982,11.12299999999999,11.424999999999983,11.704000000000008,12.573999999999984,12.869]",25,-13,captured pig,10,0,10,0,1,-3218849794348992786,,SymbolicViewB,2020.1.3,Win32,-913006785135298835,-4719231822528726698,60
11,"[""left"",""left"",""down"",""down"",""down"",""down"",""down""]","[0.4590000000000032,0.8419999999999845,1.2009999999999934,1.4449999999999932,1.6569999999999823,1.8759999999999764,2.0900000000000034]",25,5,captured pig,11,0,11,0,1,-3218849794348992786,,SymbolicViewB,2020.1.3,Win32,-913006785135298835,-4719231822528726698,60
12,"[""left"",""left"",""down"",""down"",""down"",""down"",""down"",""down"",""up"",""up"",""down"",""down"",""down"",""down"",""down"",""down"",""right"",""right"",""right"",""right"",""up""]","[0.3429999999999893,0.7620000000000005,1.046999999999997,1.2609999999999957,1.478999999999985,1.681999999999988,3.276999999999987,3.4989999999999952,4.474999999999994,4.842999999999989,6.283999999999992,6.727000000000004,6.9410000000000025,7.164999999999992,7.396999999999991,7.665999999999997,8.048000000000002,8.311999999999983,8.528999999999996,8.712999999999994,8.974999999999994]",25,15,captured pig,12,0,12,0,1,-3218849794348992786,,SymbolicViewB,2020.1.3,Win32,-913006785135298835,-4719231822528726698,60
13,"[""left"",""left"",""left"",""right"",""right"",""right"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""up"",""up"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""up"",""right"",""right"",""right"",""right""]","[0.4939999999999998,0.7299999999999898,0.9989999999999952,1.61099999999999,1.8829999999999814,2.2309999999999945,2.679000000000002,3.011999999999972,3.4059999999999775,3.8329999999999984,4.984999999999985,5.921999999999997,6.18799999999996,6.446999999999974,8.06299999999996,8.610999999999962,8.873999999999995,9.32499999999996,9.605999999999966,9.855999999999966,10.085999999999984,10.34299999999999,10.640000000000015,11.008999999999986,12.960000000000008,12.965000000000003,12.984999999999985,12.985999999999962,12.986999999999995,12.987999999999971,13.07499999999996,13.760999999999996,14.359000000000009,14.623999999999995,14.823000000000008,15.109000000000009]",25,22,captured pig,13,0,13,0,1,-3218849794348992786,,SymbolicViewB,2020.1.3,Win32,-913006785135298835,-4719231822528726698,60
