,Controls.keys,Controls.rt,Points scored this round,Score,Method of Scoring,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,date,expName,psychopyVersion,OS,PROLIFIC_PID,UUID,frameRate
3,"[""left"",""left"",""right"",""right"",""right"",""right"",""down"",""down"",""down"",""down"",""down"",""left"",""left"",""left"",""left"",""left"",""left"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""down"",""down"",""down"",""down"",""right"",""right""]","[1.176000000000002,1.7700000000000031,2.710000000000001,3.2680000000000007,3.686,4.301000000000002,5.293999999999997,5.676000000000002,5.8870000000000005,6.134,6.283999999999999,6.6739999999999995,6.850999999999999,7.473999999999997,9.826,11.017000000000003,11.158000000000001,11.454,11.651000000000003,11.834000000000003,12.369999999999997,12.555999999999997,12.725999999999999,13.401000000000003,13.783999999999999,13.975000000000001,14.191000000000003,14.585,15.157000000000004,15.375999999999998]",0,-25,No points scored,3,0,3,0,1,-6282774303177856036,,SymbolicViewB,2020.1.3,Win32,-284624669088568844,3851878796922950853,60
4,"[""right"",""right"",""down"",""down"",""down"",""down"",""down"",""left"",""down"",""down"",""down"",""down"",""down"",""down"",""right"",""left"",""left""]","[1.1439999999999912,1.5110000000000028,1.9340000000000046,2.3340000000000103,2.524000000000008,3.1600000000000037,3.5600000000000094,3.791000000000004,4.804000000000009,4.994000000000007,5.538000000000004,6.119000000000007,6.720000000000006,7.170000000000009,7.560000000000009,8.338000000000001,8.500999999999998]",25,-12,captured pig,4,0,4,0,1,-6282774303177856036,,SymbolicViewB,2020.1.3,Win32,-284624669088568844,3851878796922950853,60
5,"[""right"",""right"",""down"",""down"",""up"",""down"",""down"",""down"",""down"",""left"",""left"",""left"",""up"",""right""]","[0.8850000000000051,1.0770000000000124,4.362000000000009,4.5390000000000015,5.268000000000001,5.911000000000001,6.619,6.818000000000012,7.035000000000011,7.759,7.918000000000006,8.177000000000007,8.487000000000009,10.051000000000002]",25,-1,captured pig,5,0,5,0,1,-6282774303177856036,,SymbolicViewB,2020.1.3,Win32,-284624669088568844,3851878796922950853,60
6,"[""right"",""right"",""down"",""down"",""left"",""up"",""up"",""left"",""left"",""left"",""left"",""left"",""down"",""down"",""down"",""down"",""left"",""left"",""left"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""right"",""right"",""down"",""down"",""down"",""down"",""down"",""down"",""right"",""right"",""right"",""right"",""right"",""right"",""left"",""left""]","[0.8840000000000003,1.4229999999999876,1.7689999999999912,1.965999999999994,2.286999999999992,3.100999999999999,3.4769999999999897,3.7849999999999966,4.138999999999996,4.338999999999999,4.842999999999989,5.284999999999997,5.716999999999999,6.152000000000001,6.699999999999989,7.23299999999999,7.97699999999999,8.166999999999987,8.309999999999988,8.849999999999994,9,9.149999999999991,9.759,9.918999999999997,10.085999999999999,10.509,10.849999999999994,11.216999999999999,11.800999999999988,12.09299999999999,12.327999999999989,12.917999999999992,13.25099999999999,13.884999999999991,14.170999999999992,14.35499999999999,14.531999999999996,15.168999999999997,15.399000000000001,16.102999999999994,16.283,16.491]",0,-26,No points scored,6,0,6,0,1,-6282774303177856036,,SymbolicViewB,2020.1.3,Win32,-284624669088568844,3851878796922950853,60
8,"[""right"",""right"",""down"",""down"",""down"",""right"",""right""]","[5.141000000000005,5.506,5.869,6.055999999999997,6.25800000000001,6.521000000000001,6.799000000000007]",5,-9,Exited through black block,8,0,8,0,1,-6282774303177856036,,SymbolicViewB,2020.1.3,Win32,-284624669088568844,3851878796922950853,60
9,"[""right"",""right"",""down"",""down"",""up"",""up"",""up"",""up"",""left"",""left"",""left"",""left"",""left"",""down"",""down"",""down"",""down"",""down"",""right"",""down"",""down"",""down"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""up""]","[6.867999999999995,7.072999999999993,7.60199999999999,7.816999999999993,8.408000000000001,9.184999999999974,9.970999999999975,10.158999999999992,10.401999999999987,10.58499999999998,10.802999999999997,10.958999999999975,11.151999999999987,11.571999999999974,11.790999999999997,11.984999999999985,12.172999999999973,12.651999999999987,13.238,13.784999999999997,13.984999999999985,14.126999999999981,14.469999999999999,14.668999999999983,14.83499999999998,15.033999999999992,15.790999999999997,15.98599999999999,16.158999999999992,16.34099999999998,16.605999999999995,17.15299999999999]",0,-34,No points scored,9,0,9,0,1,-6282774303177856036,,SymbolicViewB,2020.1.3,Win32,-284624669088568844,3851878796922950853,60
10,"[""left"",""left"",""down"",""right"",""right"",""left"",""left"",""left"",""left"",""left"",""left"",""down"",""down"",""left"",""left"",""down"",""down"",""left"",""left"",""down"",""down"",""down"",""down"",""down"",""right"",""down"",""right"",""right"",""right"",""right""]","[4.811999999999983,5.760999999999996,6.1370000000000005,6.835999999999984,7.300999999999988,8.09299999999999,8.436999999999983,9.188999999999993,9.885999999999996,10.085000000000008,10.252999999999986,10.826999999999998,11.268,11.954999999999984,12.334000000000003,12.933999999999997,13.651999999999987,14.061000000000007,15.117999999999995,15.323000000000008,15.853000000000009,16.533999999999992,17.317000000000007,17.558999999999997,18.050999999999988,19.186000000000007,19.408999999999992,19.607,20.00999999999999,20.269000000000005]",0,-59,No points scored,10,0,10,0,1,-6282774303177856036,,SymbolicViewB,2020.1.3,Win32,-284624669088568844,3851878796922950853,60
11,"[""left"",""left"",""down"",""down"",""down"",""down"",""down"",""up"",""up"",""up"",""right"",""right"",""right"",""down"",""down"",""down""]","[9.621999999999986,10.335000000000008,10.707999999999998,10.885999999999996,11.073999999999984,11.234999999999985,11.385999999999996,12.539999999999992,12.908999999999992,13.325999999999993,13.657999999999987,13.85499999999999,14.038000000000011,14.409999999999997,14.609000000000009,14.843999999999994]",25,-48,captured pig,11,0,11,0,1,-6282774303177856036,,SymbolicViewB,2020.1.3,Win32,-284624669088568844,3851878796922950853,60
12,"[""right"",""right"",""down"",""down"",""down"",""left"",""left"",""left"",""left"",""left"",""right"",""right"",""right"",""up"",""up"",""up"",""left"",""left"",""left"",""down"",""right"",""right"",""right"",""right"",""down"",""down"",""down"",""up"",""up"",""up""]","[3.8009999999999877,4.270999999999987,4.752999999999986,5.068999999999988,6.6839999999999975,6.950999999999993,7.7339999999999804,8.216999999999985,8.73599999999999,9.002999999999986,10.975999999999999,11.302999999999997,11.649999999999977,12.054999999999978,12.383999999999986,12.574999999999989,13.221000000000004,13.435000000000002,13.757999999999981,14.266999999999996,14.890999999999991,15.070999999999998,15.236999999999995,15.387,15.634999999999991,15.832999999999998,16.002999999999986,16.71599999999998,17.181999999999988,17.60299999999998]",0,-73,No points scored,12,0,12,0,1,-6282774303177856036,,SymbolicViewB,2020.1.3,Win32,-284624669088568844,3851878796922950853,60
13,"[""left"",""down"",""left"",""left"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""right"",""right"",""right"",""right"",""up"",""up"",""up"",""right"",""right"",""right"",""down"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""left"",""left"",""left"",""left"",""left""]","[1.9420000000000073,2.3100000000000023,2.703000000000003,3.0759999999999934,3.391999999999996,3.5420000000000016,3.7079999999999984,5.271999999999991,5.586999999999989,6.025999999999982,6.885999999999996,7.135999999999996,7.484999999999985,7.685000000000002,7.852000000000004,8.086999999999989,8.352000000000004,8.587999999999994,9.673000000000002,10.034999999999997,10.418999999999983,10.835000000000008,11.174000000000007,11.651999999999987,11.819999999999993,11.990000000000009,12.151999999999987,12.901999999999987,13.153999999999996,13.454000000000008,13.676999999999992,13.900999999999982,14.853999999999985,15.042000000000002,15.203000000000003,15.352000000000004,17.278999999999996,17.638000000000005]",25,-72,captured pig,13,0,13,0,1,-6282774303177856036,,SymbolicViewB,2020.1.3,Win32,-284624669088568844,3851878796922950853,60
