,Controls.keys,Controls.rt,Points scored this round,Score,Method of Scoring,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,date,expName,psychopyVersion,OS,PROLIFIC_PID,UUID,frameRate
3,"[""left"",""left"",""down"",""down"",""down"",""right"",""right"",""right"",""down"",""down"",""down"",""down"",""left"",""left"",""left"",""left"",""left"",""up"",""up"",""up"",""up"",""up"",""up""]","[2.1542399995960295,2.214139999821782,3.2517450000159442,3.9676949996501207,7.472999999765307,8.64983499981463,9.092404999770224,9.413839999586344,9.952294999733567,10.112534999847412,10.301884999964386,12.231429999694228,12.789794999640435,13.21728999959305,15.518439999781549,17.1492199995555,18.28990999981761,19.702054999768734,21.354034999851137,21.53967499965802,22.905090000014752,23.107094999868423,26.978284999728203]",25,4,captured pig,3,0,3,0,1,5294542270354407628,,SymbolicViewB,2020.1.3,Win32,682856251927019726,4396733849561085126,60
4,"[""right"",""right"",""left"",""left"",""left"",""left"",""right"",""right"",""left"",""right"",""right"",""right"",""down"",""down"",""down"",""down"",""down"",""down"",""left"",""left"",""left"",""left"",""left"",""up"",""up"",""up"",""down"",""down"",""down""]","[2.1111200000159442,2.3090900001116097,3.430915000382811,3.8301900001242757,4.235095000360161,4.429460000246763,5.734750000294298,6.08826500037685,7.081655000336468,8.778565000277013,9.055560000240803,9.475835000164807,10.128045000135899,10.251315000001341,10.425604999996722,10.655500000342727,11.221640000119805,11.343570000026375,11.629605000372976,11.805210000369698,11.96102000027895,12.140965000260621,12.276455000042915,13.401934999972582,14.228945000097156,17.602000000420958,18.619085000362247,19.475220000371337,20.032100000418723]",0,-21,No points scored,4,0,4,0,1,5294542270354407628,,SymbolicViewB,2020.1.3,Win32,682856251927019726,4396733849561085126,60
5,"[""up"",""up"",""up"",""left"",""left"",""down"",""down"",""down"",""right"",""right"",""right"",""down"",""down""]","[1.3854099996387959,1.8524149996228516,2.0693099997006357,3.032664999831468,3.5893799997866154,5.1196499997749925,5.307414999697357,8.588684999849647,9.558489999733865,10.049259999766946,10.936239999718964,11.429334999993443,11.746604999992996]",25,-8,captured pig,5,0,5,0,1,5294542270354407628,,SymbolicViewB,2020.1.3,Win32,682856251927019726,4396733849561085126,60
6,"[""left"",""left"",""down"",""down"",""down"",""right"",""right"",""right"",""down"",""down"",""down"",""down"",""left"",""left"",""right"",""right"",""left"",""right"",""right"",""right"",""up"",""up"",""up"",""up"",""down"",""down"",""down""]","[2.245314999949187,2.4661650001071393,4.780824999790639,5.662794999778271,5.867620000150055,6.691575000062585,6.99593500001356,7.174095000140369,7.643164999783039,7.798665000125766,8.028034999966621,8.164109999779612,8.667080000042915,8.88840000005439,10.378819999750704,11.353974999859929,12.258909999858588,12.444089999888092,12.753655000124127,12.912924999836832,13.377024999819696,13.609214999713004,13.793395000044256,14.01126499986276,14.748529999982566,15.249100000131875,15.627154999878258]",0,-33,No points scored,6,0,6,0,1,5294542270354407628,,SymbolicViewB,2020.1.3,Win32,682856251927019726,4396733849561085126,60
8,"[""left"",""left"",""right"",""right"",""right"",""right"",""down"",""down"",""down"",""right"",""right""]","[1.2471249997615814,1.463804999832064,3.0609699999913573,3.241944999899715,3.490825000219047,3.62137999990955,4.228740000165999,4.390959999989718,4.845970000140369,5.245844999793917,5.6020849999040365]",5,-18,Exited through black block,8,0,8,0,1,5294542270354407628,,SymbolicViewB,2020.1.3,Win32,682856251927019726,4396733849561085126,60
9,"[""right"",""right"",""down"",""down"",""down"",""right"",""right""]","[2.23028999986127,2.606889999937266,3.2761499998159707,5.110334999859333,5.595949999988079,6.040330000221729,6.557370000053197]",5,-20,Exited through black block,9,0,9,0,1,5294542270354407628,,SymbolicViewB,2020.1.3,Win32,682856251927019726,4396733849561085126,60
10,"[""left"",""left"",""down"",""down"",""down""]","[2.896969999652356,3.3121949997730553,4.0821349998004735,4.226599999703467,4.367984999902546]",25,0,captured pig,10,0,10,0,1,5294542270354407628,,SymbolicViewB,2020.1.3,Win32,682856251927019726,4396733849561085126,60
11,"[""right"",""right"",""down"",""down"",""down""]","[3.78063500020653,3.9872500002384186,6.028500000014901,6.6157900001853704,6.744650000240654]",25,20,captured pig,11,0,11,0,1,5294542270354407628,,SymbolicViewB,2020.1.3,Win32,682856251927019726,4396733849561085126,60
12,"[""right"",""right"",""down"",""down"",""down"",""down"",""down"",""down"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""left"",""left"",""left"",""left"",""right"",""right"",""right"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""left"",""left"",""left"",""left"",""down""]","[0.9860700001008809,1.1778299999423325,2.1851550000719726,2.3515349999070168,2.5308400001376867,2.666345000267029,2.8174850000068545,2.977220000233501,3.675505000166595,4.051969999913126,4.366375000216067,4.688700000289828,4.80005000019446,5.391964999958873,5.632315000053495,5.911660000216216,6.07829499989748,6.306880000047386,6.646879999898374,7.263245000038296,7.731635000091046,8.088754999917,9.392789999954402,9.518000000156462,9.607950000092387,9.776280000340194,9.932504999917,10.064780000131577,10.194355000276119,10.323300000280142,10.525050000287592,10.714200000278652,11.088359999936074,11.417760000098497,18.341005000285804]",0,-5,No points scored,12,0,12,0,1,5294542270354407628,,SymbolicViewB,2020.1.3,Win32,682856251927019726,4396733849561085126,60
13,"[""left"",""left"",""down"",""down"",""right"",""right"",""right"",""up"",""up"",""right"",""right"",""right"",""right"",""down"",""down"",""down"",""down""]","[1.2232749997638166,1.68783999979496,3.0325349997729063,3.4287999998778105,5.755009999964386,5.970275000203401,6.225010000169277,6.840520000085235,7.271540000103414,8.125200000125915,8.288625000044703,8.4734499999322,8.79380499990657,9.73410000000149,9.861775000113994,10.02830500015989,10.16306999977678]",25,6,captured pig,13,0,13,0,1,5294542270354407628,,SymbolicViewB,2020.1.3,Win32,682856251927019726,4396733849561085126,60
