,Controls.keys,Controls.rt,Points scored this round,Score,Method of Scoring,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,date,expName,psychopyVersion,OS,PROLIFIC_PID,UUID,frameRate
3,"[""up"",""up"",""up"",""down"",""down"",""down"",""down"",""right"",""right"",""right"",""down"",""down"",""down"",""down"",""down"",""left"",""left"",""left"",""up"",""left"",""up"",""left"",""left""]","[1.5295100000003004,2.031985000001441,2.6005799999984447,2.601264999997511,2.815134999997099,3.1299199999994016,3.4751049999977113,3.9558449999967706,4.129535000000033,4.468800000002375,5.52702500000305,5.919125000000349,6.318229999997129,6.571060000002035,7.078555000000051,8.07472499999858,8.652764999998908,8.95564999999624,11.07777999999962,11.779889999997977,13.542574999999488,25.082195000002685,25.607340000002296]",25,6,captured pig,3,0,3,0,1,-6593288732903039071,,SymbolicViewB,2020.1.3,Win32,-5364307586023123,3827954994580972832,60
4,"[""left"",""left"",""left"",""right"",""right"",""right"",""down"",""down"",""down"",""right"",""right"",""up"",""up"",""down"",""down"",""down"",""left"",""up"",""up"",""left"",""down"",""left"",""left"",""left"",""down"",""down"",""down"",""down"",""down"",""down"",""down""]","[2.9253199999948265,3.397289999993518,3.7823699999935343,5.2289549999986775,6.955384999993839,7.385869999998249,8.151614999995218,8.602444999996806,9.540009999996983,9.968804999996792,10.485259999994014,11.029299999994691,11.347279999994498,12.016564999998081,12.312534999997297,12.699444999998377,13.51466999999684,14.091464999997697,14.52448000000004,15.07694499999343,15.078974999996717,15.39719999999943,15.904954999998154,16.32422499999666,17.024599999997008,17.329729999997653,17.666099999994913,18.42907500000001,18.75700499999948,19.32998999999836,20.254179999996268]",0,-19,No points scored,4,0,4,0,1,-6593288732903039071,,SymbolicViewB,2020.1.3,Win32,-5364307586023123,3827954994580972832,60
5,"[""right"",""right"",""up"",""left"",""left"",""left""]","[1.4079400000046007,2.2088000000003376,3.228805000006105,4.234580000003916,4.569820000004256,5.056760000006761]",25,0,captured pig,5,0,5,0,1,-6593288732903039071,,SymbolicViewB,2020.1.3,Win32,-5364307586023123,3827954994580972832,60
6,"[""up"",""left"",""left"",""left""]","[1.3974899999957415,2.384525000001304,11.276200000000244,15.82673999999679]",25,21,captured pig,6,0,6,0,1,-6593288732903039071,,SymbolicViewB,2020.1.3,Win32,-5364307586023123,3827954994580972832,60
8,"[""left"",""up"",""left"",""left"",""up"",""left"",""down"",""down"",""up"",""down"",""down"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""right"",""right"",""right"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""left"",""left"",""up""]","[1.6422650000022259,2.5550399999992806,3.4372000000003027,3.907885000000533,4.7410799999997835,5.4769149999992806,6.143065000003844,6.993125000000873,8.068890000002284,8.995665000002191,9.136425000004238,10.028234999997949,10.44496000000072,11.22157000000152,11.736199999999371,12.2352200000023,12.90423500000179,13.84675000000425,14.313484999998764,15.250550000004296,15.577629999999772,16.033580000002985,16.499159999999392,16.815889999998035,17.147675000000163,17.5876350000035,19.305554999999003,20.142939999997907,20.9461650000012,26.89557500000228,28.49790500000381,34.756200000003446,35.67500000000291,36.28167499999836,58.731034999997064]",0,-3,No points scored,8,0,8,0,1,-6593288732903039071,,SymbolicViewB,2020.1.3,Win32,-5364307586023123,3827954994580972832,60
9,"[""up"",""left"",""left"",""left"",""left"",""left""]","[2.4236200000013923,3.940954999998212,5.098089999999502,5.669199999996636,6.159979999996722,10.479894999996759]",25,16,captured pig,9,0,9,0,1,-6593288732903039071,,SymbolicViewB,2020.1.3,Win32,-5364307586023123,3827954994580972832,60
10,"[""left"",""up"",""up"",""left"",""left""]","[1.72194500000478,6.0701200000039535,7.293499999999767,7.935134999999718,8.345180000003893]",25,37,captured pig,10,0,10,0,1,-6593288732903039071,,SymbolicViewB,2020.1.3,Win32,-5364307586023123,3827954994580972832,60
11,"[""up"",""up"",""left"",""left"",""up"",""up"",""up"",""up"",""left"",""left"",""left""]","[1.8262749999994412,3.219774999997753,4.3285349999932805,4.897524999993038,5.833764999995765,6.645424999995157,8.098604999999225,8.56582999999955,8.678779999994731,9.065074999998615,9.41826499999297]",25,55,captured pig,11,0,11,0,1,-6593288732903039071,,SymbolicViewB,2020.1.3,Win32,-5364307586023123,3827954994580972832,60
12,"[""left"",""left"",""left"",""left"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""left"",""left"",""left"",""left"",""right"",""right"",""right"",""left"",""left"",""left"",""down"",""down"",""up"",""up"",""up""]","[1.1486500000028173,1.9739249999984168,2.723940000003495,3.2479400000011083,4.524055000001681,4.866665000001376,5.217754999997851,5.454640000003565,5.70823499999824,6.163240000001679,6.926930000001448,7.5086149999988265,7.874869999999646,8.34127499999886,8.805000000000291,9.449565000002622,9.736824999999953,10.012105000001611,10.515619999998307,11.220110000002023,11.603595000000496,13.084954999998445,13.51449500000308,15.51062500000262,17.020909999999276,17.888395000001765]",0,30,No points scored,12,0,12,0,1,-6593288732903039071,,SymbolicViewB,2020.1.3,Win32,-5364307586023123,3827954994580972832,60
13,"[""left"",""left"",""left"",""right"",""down"",""up"",""down"",""up"",""up"",""left"",""left"",""left"",""left"",""up"",""up"",""left"",""down"",""down"",""down"",""down"",""down"",""left"",""up"",""left"",""up"",""left"",""up"",""up"",""left"",""left""]","[1.7044999999998254,2.357945000003383,9.053854999998293,10.277894999999262,10.278445000003558,13.218075000004319,14.976500000004307,15.769820000001346,16.192555000001448,17.51598499999818,18.516765000000305,18.960405000005267,19.497835000001942,20.25702000000456,20.790744999998424,21.63880500000232,22.478895000000193,22.926455000000715,23.34696999999869,23.615075000001525,24.925905000003695,26.88337500000489,28.29850499999884,29.29757999999856,29.82973000000493,30.71878999999899,31.50173000000359,31.982915000000503,32.6292900000044,32.97797500000161]",0,5,No points scored,13,0,13,0,1,-6593288732903039071,,SymbolicViewB,2020.1.3,Win32,-5364307586023123,3827954994580972832,60
