,Controls.keys,Controls.rt,Points scored this round,Score,Method of Scoring,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,date,expName,psychopyVersion,OS,PROLIFIC_PID,UUID,frameRate
3,"[""left"",""left"",""down"",""down"",""left"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""right"",""right"",""up"",""left"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""right"",""right"",""right"",""up"",""right"",""right"",""right"",""right"",""right"",""up"",""up"",""right""]","[1.0039999999999978,1.365000000000002,1.8130000000000024,2.030999999999999,2.296999999999997,2.8329999999999984,3.299999999999997,3.963000000000001,4.133000000000003,4.329999999999998,4.4979999999999976,4.661999999999999,5.996000000000002,6.228999999999999,6.6469999999999985,7.030999999999999,7.93,8.213999999999999,8.408999999999999,8.594000000000001,8.790999999999997,9.128999999999998,9.311,9.497,9.713999999999999,9.930999999999997,10.180999999999997,10.463999999999999,10.729999999999997,10.96,11.178000000000004,11.449000000000005,11.663999999999994,11.898999999999994,12.128000000000007,12.43,12.881000000000007,13.100000000000001,13.496000000000002,13.747000000000007,14.249000000000002,15.079,15.247999999999998,15.451,15.946999999999996,16.131000000000007,16.333999999999996]",25,6,captured pig,3,0,3,0,1,-4322019526699555068,,SymbolicViewB,2020.1.3,Linux x86_64,-2209155441921558342,-314136373345863553,60
4,"[""right"",""down"",""left"",""left"",""left"",""down"",""right"",""right"",""down"",""down"",""down"",""down"",""down"",""down"",""left"",""left"",""left"",""left"",""left"",""left"",""left""]","[0.5620000000000118,1.0420000000000016,1.659000000000006,1.8430000000000035,2.108000000000004,2.3770000000000095,2.953000000000003,3.1950000000000074,3.5430000000000064,3.725999999999999,3.9080000000000013,4.0730000000000075,4.278000000000006,4.493000000000009,4.656000000000006,4.876000000000005,5.049000000000007,5.243000000000009,5.475999999999999,5.6780000000000115,5.943000000000012]",5,-4,Exited through black block,4,0,4,0,1,-4322019526699555068,,SymbolicViewB,2020.1.3,Linux x86_64,-2209155441921558342,-314136373345863553,60
5,"[""down"",""right"",""left"",""left"",""left"",""left"",""down"",""down"",""right"",""right"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down""]","[1.6270000000000095,1.8599999999999994,2.1480000000000103,2.344999999999999,2.528000000000006,2.8100000000000023,2.946000000000012,3.1610000000000014,3.3440000000000083,3.5760000000000076,3.913000000000011,4.109000000000009,4.310000000000002,4.4950000000000045,4.693000000000012,4.966999999999999,5.221000000000004,5.461000000000013,5.700000000000003]",25,12,captured pig,5,0,5,0,1,-4322019526699555068,,SymbolicViewB,2020.1.3,Linux x86_64,-2209155441921558342,-314136373345863553,60
6,"[""down"",""right"",""right"",""down"",""down"",""down"",""down"",""down"",""down""]","[1.218999999999994,2.355000000000004,2.771000000000001,3.1880000000000024,3.385000000000005,3.6839999999999975,3.9350000000000023,4.584999999999994,6.334999999999994]",25,32,captured pig,6,0,6,0,1,-4322019526699555068,,SymbolicViewB,2020.1.3,Linux x86_64,-2209155441921558342,-314136373345863553,60
8,"[""left"",""left"",""down"",""down"",""down"",""down"",""down"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""up"",""up"",""down"",""down"",""down"",""right"",""right"",""right""]","[0.8169999999999931,1.171999999999997,2.1880000000000024,2.628,3.317999999999998,3.5919999999999987,3.903000000000006,4.1569999999999965,5.359999999999999,6.423000000000002,6.570999999999998,6.838999999999999,9.102999999999994,9.429000000000002,10.004999999999995,10.287999999999997,10.832999999999998,11.165999999999997,11.519000000000005,11.703999999999994,12.146,12.552999999999997]",25,57,captured pig,8,0,8,0,1,-4322019526699555068,,SymbolicViewB,2020.1.3,Linux x86_64,-2209155441921558342,-314136373345863553,60
9,"[""up"",""up"",""up"",""down"",""left"",""right"",""right"",""down"",""down"",""down"",""down"",""down"",""left"",""left"",""right"",""right"",""right"",""up"",""up"",""up"",""up"",""up"",""up"",""left"",""left"",""left"",""left""]","[1.3160000000000025,1.666000000000011,1.9660000000000082,2.2319999999999993,2.6000000000000085,2.8119999999999976,3.2680000000000007,3.629000000000005,3.8299999999999983,4.033000000000001,4.614000000000004,5.415000000000006,5.666000000000011,5.882000000000005,7.549000000000007,7.7520000000000095,8.301000000000002,8.702000000000012,8.88199999999999,9.066000000000017,9.317999999999998,9.488000000000014,9.715999999999994,9.950000000000003,10.164000000000001,10.358999999999995,10.584999999999994]",0,32,No points scored,9,0,9,0,1,-4322019526699555068,,SymbolicViewB,2020.1.3,Linux x86_64,-2209155441921558342,-314136373345863553,60
10,"[""left"",""right"",""left"",""left"",""left"",""down"",""right"",""right""]","[4.044000000000011,4.385999999999996,4.8629999999999995,5.063000000000017,5.277000000000015,5.562000000000012,5.759999999999991,5.992999999999995]",25,49,captured pig,10,0,10,0,1,-4322019526699555068,,SymbolicViewB,2020.1.3,Linux x86_64,-2209155441921558342,-314136373345863553,60
11,"[""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left""]","[1.1910000000000025,1.407999999999987,1.656000000000006,2.0149999999999864,2.304000000000002,2.556999999999988,2.8230000000000075,3.4399999999999977,3.7700000000000102,3.973000000000013,4.181000000000012,4.456999999999994,4.753999999999991,4.955999999999989,5.156000000000006,5.338999999999999]",25,71,captured pig,11,0,11,0,1,-4322019526699555068,,SymbolicViewB,2020.1.3,Linux x86_64,-2209155441921558342,-314136373345863553,60
12,"[""left"",""left"",""down"",""down"",""down"",""right"",""right"",""right"",""up"",""up"",""up"",""up"",""up"",""up"",""left"",""left"",""left"",""up"",""left"",""up"",""up"",""up"",""left"",""left"",""left"",""down"",""up"",""up""]","[1.0549999999999784,1.2869999999999777,1.6219999999999857,2.0049999999999955,2.2549999999999955,2.7549999999999955,2.9869999999999948,3.171999999999997,3.620999999999981,4.1059999999999945,4.682999999999993,4.893000000000001,5.172999999999973,5.470999999999975,6.086999999999989,6.587999999999994,6.835999999999984,7.059999999999974,7.208999999999975,7.525999999999982,7.788999999999987,8.001999999999981,8.287999999999982,8.762999999999977,9.028999999999996,9.823999999999984,10.345999999999975,10.725999999999999]",25,77,captured pig,12,0,12,0,1,-4322019526699555068,,SymbolicViewB,2020.1.3,Linux x86_64,-2209155441921558342,-314136373345863553,60
13,"[""right"",""right"",""right"",""right"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""left"",""left"",""left"",""left""]","[2.904000000000025,3.1040000000000134,3.237000000000023,3.419000000000011,3.8030000000000257,4.054000000000002,4.7760000000000105,5.036000000000001,5.237000000000023,5.486000000000018,5.853000000000009,7.354000000000013,7.751000000000005,8.950000000000017,10.404000000000025,10.591000000000008,10.808000000000021,11.087000000000018,11.321000000000026,11.77000000000001]",25,94,captured pig,13,0,13,0,1,-4322019526699555068,,SymbolicViewB,2020.1.3,Linux x86_64,-2209155441921558342,-314136373345863553,60
