,Controls.keys,Controls.rt,Points scored this round,Score,Method of Scoring,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,date,expName,psychopyVersion,OS,PROLIFIC_PID,UUID,frameRate
3,"[""right"",""left"",""left"",""left"",""down"",""down"",""down"",""up"",""up"",""up"",""right"",""right"",""right"",""right"",""down"",""down"",""down"",""down"",""up"",""down"",""left"",""up"",""up"",""left"",""left"",""left"",""left"",""left"",""left"",""down""]","[1.9400900000473484,8.510765000013635,11.73691500001587,12.17144000006374,13.138715000008233,13.68839999998454,14.188094999990426,14.863149999990128,15.170990000013262,15.622429999988526,15.99635999999009,16.32417500007432,16.54006999998819,16.77462500007823,17.571065000025555,18.00583500007633,19.08844500000123,19.321670000092126,20.721100000082515,21.887779999990016,22.49019500007853,22.90252000000328,23.187910000095144,23.445075000054203,23.738710000063293,24.051495000021532,24.453535000095144,24.75543000001926,25.03818500007037,25.36622000008356]",0,-25,No points scored,3,0,3,0,1,-5637110127577177045,,SymbolicViewB,2020.1.3,Linux x86_64,-1025424109149789143,-6241413104749060660,60
4,"[""right"",""right"",""right"",""down"",""down"",""down""]","[1.5955250000115484,1.8447699999669567,2.079505000030622,2.7440599999390543,2.9399950000224635,3.113119999994524]",25,-5,captured pig,4,0,4,0,1,-5637110127577177045,,SymbolicViewB,2020.1.3,Linux x86_64,-1025424109149789143,-6241413104749060660,60
5,"[""left"",""left"",""left"",""left"",""left"",""up"",""up"",""left"",""left""]","[3.641079999972135,3.953084999928251,4.242269999929704,4.472494999994524,4.760624999995343,5.020799999940209,5.318815000005998,5.65164499997627,6.267604999942705]",25,16,captured pig,5,0,5,0,1,-5637110127577177045,,SymbolicViewB,2020.1.3,Linux x86_64,-1025424109149789143,-6241413104749060660,60
6,"[""right"",""right"",""right"",""right"",""down"",""down"",""down"",""down"",""up"",""up""]","[2.3892650000052527,2.654380000079982,2.920574999996461,3.1212300000479445,3.443940000026487,3.5555249999742955,3.8702650000341237,4.036749999970198,6.414745000074618,6.9085500000510365]",25,34,captured pig,6,0,6,0,1,-5637110127577177045,,SymbolicViewB,2020.1.3,Linux x86_64,-1025424109149789143,-6241413104749060660,60
8,"[""left"",""left"",""left"",""left"",""left"",""down"",""down"",""down"",""up"",""down"",""down"",""down"",""up"",""up"",""up""]","[1.6829850000794977,1.8920050000306219,2.0422750000143424,2.207990000024438,2.4248699999880046,2.8419550000689924,3.097245000069961,3.2909249999793246,3.532119999988936,6.737625000067055,6.936075000092387,7.105625000083819,7.440204999991693,7.6181600000709295,7.787725000060163]",25,58,captured pig,8,0,8,0,1,-5637110127577177045,,SymbolicViewB,2020.1.3,Linux x86_64,-1025424109149789143,-6241413104749060660,60
9,"[""left"",""left"",""left"",""left""]","[1.3341149999760091,1.5309399999678135,1.6848600000375882,1.863190000061877]",25,79,captured pig,9,0,9,0,1,-5637110127577177045,,SymbolicViewB,2020.1.3,Linux x86_64,-1025424109149789143,-6241413104749060660,60
10,"[""left"",""left"",""left"",""left"",""down"",""down"",""down"",""down"",""down"",""down"",""right"",""right"",""down"",""down"",""up"",""up"",""left"",""left""]","[1.0820850000018254,1.9571199999190867,2.8646350000053644,3.7489049999276176,4.735064999898896,4.9671199999284,5.139194999937899,5.582909999997355,5.812249999959022,6.127679999917746,6.673725000000559,6.891179999918677,7.631429999950342,7.965614999993704,8.430669999914244,8.796154999989085,9.653189999982715,10.046099999919534]",25,90,captured pig,10,0,10,0,1,-5637110127577177045,,SymbolicViewB,2020.1.3,Linux x86_64,-1025424109149789143,-6241413104749060660,60
11,"[""right"",""right"",""down"",""down"",""down"",""down"",""down"",""right"",""right"",""right"",""up"",""down"",""down"",""down"",""down"",""up"",""up"",""up"",""down"",""down"",""down"",""right"",""right""]","[1.2929449999937788,1.52636999997776,2.149890000000596,2.292574999970384,2.4487049999879673,2.8558549999725074,4.263054999988526,4.610944999963976,4.793464999995194,5.22714500001166,5.70926499995403,6.376909999991767,6.720495000015944,6.865029999986291,7.121299999998882,7.731640000012703,8.181925000040792,8.400709999958053,8.909704999998212,9.293124999967404,9.65867499995511,10.280600000056438,10.659749999991618]",5,78,Exited through black block,11,0,11,0,1,-5637110127577177045,,SymbolicViewB,2020.1.3,Linux x86_64,-1025424109149789143,-6241413104749060660,60
12,"[""right"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""left"",""left"",""left""]","[2.597825000062585,5.448680000030436,5.598239999962971,5.8101500000339,5.989124999963678,6.176609999965876,6.422630000044592,6.738720000023022,6.814615000039339,7.323274999973364,7.655374999972992]",25,99,captured pig,12,0,12,0,1,-5637110127577177045,,SymbolicViewB,2020.1.3,Linux x86_64,-1025424109149789143,-6241413104749060660,60
13,"[""right"",""left"",""left"",""left"",""left"",""left"",""left"",""down"",""down"",""down"",""up"",""up"",""up"",""up"",""up"",""down"",""down""]","[1.431624999968335,2.3589950000168756,2.5756299999775365,2.7416250000242144,2.9226749999215826,3.0761949999723583,3.242519999970682,3.6737199999624863,3.8509499999927357,4.105110000004061,4.5295550000155345,4.752669999958016,5.056379999965429,5.124519999953918,5.705839999951422,5.705560000031255,6.02320499997586]",25,113,captured pig,13,0,13,0,1,-5637110127577177045,,SymbolicViewB,2020.1.3,Linux x86_64,-1025424109149789143,-6241413104749060660,60
