,Controls.keys,Controls.rt,Points scored this round,Score,Method of Scoring,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,date,expName,psychopyVersion,OS,PROLIFIC_PID,UUID,frameRate
3,"[""left"",""left"",""down"",""down"",""down"",""down"",""down"",""left""]","[2.338279999967199,2.6453999999794178,3.0811249999678694,3.3716099999728613,3.6810899999691173,4.087304999993648,4.519969999964815,4.837849999952596]",25,17,captured pig,3,0,3,0,1,4802653830804575754,,SymbolicViewB,2020.1.3,Win32,190967812377187852,6338054339222770257,60
4,"[""right"",""left"",""left"",""left"",""down"",""down"",""up"",""up"",""down"",""up"",""up"",""right"",""right"",""right"",""left"",""left"",""left"",""left"",""down"",""down"",""down"",""down"",""down"",""up"",""up"",""up""]","[1.4065849999897182,2.1388300000107847,2.4594100000103936,3.1452900000149384,3.7309000000241213,4.518444999994244,5.256080000021029,5.574079999991227,6.40924000000814,6.962080000026617,7.296650000032969,8.166740000015125,8.434345000016037,8.677194999996573,10.327385000011418,10.56421500002034,10.744275000004563,10.99469500000123,11.473125000018626,11.713830000022426,11.914450000040233,12.115534999989904,12.341799999994691,13.423435000004247,13.728125000023283,14.760570000042208]",0,-8,No points scored,4,0,4,0,1,4802653830804575754,,SymbolicViewB,2020.1.3,Win32,190967812377187852,6338054339222770257,60
5,"[""left"",""left"",""right"",""right"",""right"",""right"",""down"",""down"",""down"",""down"",""up"",""up"",""up"",""left"",""left"",""left"",""left"",""left"",""left"",""right"",""right"",""right"",""right"",""up"",""up"",""up""]","[4.81683999998495,5.4761750000179745,6.128874999994878,6.346590000030119,6.554865000012796,6.849900000030175,7.352580000006128,7.69238999998197,7.920029999979306,8.221100000024308,10.498780000023544,10.834320000023581,11.249435000005178,11.895940000016708,12.204900000011548,12.42231500003254,12.622335000021849,12.848745000024792,15.919624999980442,16.934989999979734,17.181515000003856,17.391460000013467,17.812235000019427,18.296335000020918,18.56274000002304,18.81384000001708]",0,-33,No points scored,5,0,5,0,1,4802653830804575754,,SymbolicViewB,2020.1.3,Win32,190967812377187852,6338054339222770257,60
6,"[""left"",""left"",""left"",""left"",""down""]","[2.4992050000000745,3.704904999991413,5.16168000001926,5.433684999996331,5.781115000019781]",25,-13,captured pig,6,0,6,0,1,4802653830804575754,,SymbolicViewB,2020.1.3,Win32,190967812377187852,6338054339222770257,60
8,"[""right"",""right"",""down"",""down"",""down"",""right"",""right""]","[1.2620000000461005,1.592815000039991,1.9977700000163168,2.333890000008978,2.6756049999967217,3.178425000049174,3.9056800000253133]",5,0,Exited through black block,8,0,8,0,1,4802653830804575754,,SymbolicViewB,2020.1.3,Win32,190967812377187852,6338054339222770257,60
9,"[""left"",""left"",""down"",""down"",""down"",""down"",""down"",""down"",""left""]","[2.2691600000252947,2.482305000012275,2.998780000023544,3.4691599999787286,5.152969999995548,5.402000000001863,5.861774999997579,6.112284999981057,6.463705000001937]",25,17,captured pig,9,0,9,0,1,4802653830804575754,,SymbolicViewB,2020.1.3,Win32,190967812377187852,6338054339222770257,60
10,"[""left"",""left"",""left""]","[2.8104499999899417,3.1032499999855645,4.213485000014771]",25,39,captured pig,10,0,10,0,1,4802653830804575754,,SymbolicViewB,2020.1.3,Win32,190967812377187852,6338054339222770257,60
11,"[""left"",""left"",""down"",""down"",""down"",""down"",""up"",""up"",""down"",""up"",""right"",""right"",""right"",""right"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""down"",""down"",""down"",""down"",""down""]","[3.3957850000006147,3.8882299999822862,4.3431349999736995,6.4935699999914505,6.96324499999173,8.419774999958463,11.714165000012144,12.099849999998696,13.891620000009425,13.89197499997681,14.525099999969825,14.72597999998834,14.994004999985918,15.210800000000745,15.594639999966603,16.651559999969322,16.83517999999458,16.992114999971818,17.194719999970403,17.421229999978095,17.64055999997072,18.114079999970272,18.348959999973886,18.509889999986626,18.710649999964517,18.976540000003297]",25,44,captured pig,11,0,11,0,1,4802653830804575754,,SymbolicViewB,2020.1.3,Win32,190967812377187852,6338054339222770257,60
12,"[""right"",""right"",""left"",""left"",""left"",""left"",""right"",""right"",""right"",""right"",""right"",""down"",""down"",""down"",""left"",""left"",""left""]","[1.22968500002753,1.483795000007376,3.4123600000166334,3.615170000004582,3.8092499999911524,4.009034999995492,4.736834999988787,4.95504000002984,5.154890000005253,5.4966199999907985,5.764245000027586,6.047805000038352,6.294735000003129,6.500965000013821,6.819560000032652,7.053350000001956,7.237950000038836]",25,53,captured pig,12,0,12,0,1,4802653830804575754,,SymbolicViewB,2020.1.3,Win32,190967812377187852,6338054339222770257,60
13,"[""left"",""left"",""down"",""down"",""down"",""down"",""up"",""up"",""up"",""right"",""right"",""right"",""down"",""down""]","[2.1979999999748543,2.4970249999896623,2.8406550000072457,3.155670000007376,3.419339999963995,3.6186649999581277,4.82912499998929,5.209059999964666,5.7603849999723025,6.178364999999758,6.378909999970347,6.5300050000078045,7.1340499999932945,7.983539999986533]",25,65,captured pig,13,0,13,0,1,4802653830804575754,,SymbolicViewB,2020.1.3,Win32,190967812377187852,6338054339222770257,60
14,"[""left"",""left"",""left"",""down"",""right"",""right"",""down""]","[2.4873050000169314,2.6528650000109337,2.8354699999908917,3.0027899999986403,3.5293800000217743,3.737554999999702,4.149629999999888]",25,83,captured pig,14,0,14,0,1,4802653830804575754,,SymbolicViewB,2020.1.3,Win32,190967812377187852,6338054339222770257,60
