,Controls.keys,Controls.rt,Points scored this round,Score,Method of Scoring,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,date,expName,psychopyVersion,OS,PROLIFIC_PID,UUID,frameRate
3,"[""left"",""left"",""left"",""left"",""left"",""down"",""up"",""left"",""right"",""down"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""left"",""down"",""down"",""down"",""down"",""down"",""down"",""left"",""left"",""left"",""left"",""left"",""left"",""right""]","[1.4881500001065433,2.0538450004532933,2.3292249999940395,2.903190000448376,3.2872300003655255,3.4929100000299513,5.202035000082105,7.804570000153035,8.638340000063181,10.721070000436157,12.21631500031799,12.749525000341237,13.001040000002831,13.599625000264496,13.854900000151247,14.501890000421554,14.882565000094473,16.449835000094026,17.964355000294745,19.004895000252873,20.264505000319332,21.280875000171363,22.83684500027448,23.080820000264794,24.265610000118613,24.97851000027731,25.718735000118613,26.282830000389367,27.61106500029564,28.510230000130832,29.532375000417233]",0,-25,No points scored,3,0,3,0,1,2851302951258420469,,SymbolicViewB,2020.1.3,Win32,545459942044726518,-8604205575481149050,60
4,"[""left"",""left"",""down"",""right"",""right"",""right"",""down"",""down"",""down"",""down""]","[1.2218700000084937,1.8716250001452863,5.192925000097603,7.648955000098795,8.732079999987036,9.87063999986276,11.0538200000301,12.300439999904484,13.318204999901354,13.840375000145286]",25,-10,captured pig,4,0,4,0,1,2851302951258420469,,SymbolicViewB,2020.1.3,Win32,545459942044726518,-8604205575481149050,60
5,"[""right"",""right"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""down"",""down"",""down""]","[1.4367500003427267,2.469810000155121,6.408930000383407,6.891290000174195,7.5502700000070035,8.178700000047684,8.428880000021309,8.662245000246912,9.36151499999687,11.2644800003618,11.885125000029802,12.743705000262707,12.98105000006035]",25,4,captured pig,5,0,5,0,1,2851302951258420469,,SymbolicViewB,2020.1.3,Win32,545459942044726518,-8604205575481149050,60
6,"[""left"",""left"",""left"",""left""]","[1.3177249999716878,1.996650000102818,2.2082850001752377,3.6093049999326468]",25,26,captured pig,6,0,6,0,1,2851302951258420469,,SymbolicViewB,2020.1.3,Win32,545459942044726518,-8604205575481149050,60
8,"[""left"",""left"",""left"",""left"",""left"",""right"",""right"",""right"",""right"",""right"",""right"",""down"",""down"",""left"",""down"",""up"",""up"",""up"",""left"",""left"",""left"",""left"",""left"",""down"",""down"",""left""]","[0.8966699996963143,1.279755000025034,1.5540299997664988,2.5128449997864664,3.010770000051707,4.94922999991104,5.481019999831915,6.038784999866039,6.851979999803007,7.536059999838471,7.835234999656677,8.536419999785721,9.397439999971539,10.79693999979645,11.742244999855757,12.5019499999471,12.932474999688566,13.336110000032932,14.36811999976635,14.778189999982715,16.401794999837875,17.232274999842048,17.96697499975562,18.548194999806583,19.3432399998419,21.250689999666065]",0,-1,No points scored,8,0,8,0,1,2851302951258420469,,SymbolicViewB,2020.1.3,Win32,545459942044726518,-8604205575481149050,60
9,"[""left"",""left"",""left""]","[3.305990000255406,3.734645000193268,3.9977299999445677]",25,21,captured pig,9,0,9,0,1,2851302951258420469,,SymbolicViewB,2020.1.3,Win32,545459942044726518,-8604205575481149050,60
10,"[""right"",""right"",""left"",""left"",""down"",""down"",""down"",""down"",""left"",""left"",""left"",""left"",""down"",""down"",""down"",""down"",""left""]","[6.908005000092089,8.139940000139177,9.174295000266284,9.44012500019744,10.55178500013426,11.010569999925792,11.655145000200719,12.192269999999553,12.921760000288486,13.855460000224411,14.4385150000453,14.670910000335425,15.270520000252873,15.750130000058562,16.304065000265837,17.685860000085086,18.27661000005901]",25,34,captured pig,10,0,10,0,1,2851302951258420469,,SymbolicViewB,2020.1.3,Win32,545459942044726518,-8604205575481149050,60
11,"[""right"",""left"",""left"",""left"",""right"",""left"",""left"",""right"",""right"",""right"",""down"",""down"",""down"",""down"",""down""]","[1.9675499997101724,3.0290999999269843,4.9831649996340275,5.472970000002533,6.800569999963045,7.4493549996986985,8.679035000037402,9.066464999690652,9.85262000001967,11.342844999860972,11.959729999769479,13.252814999781549,13.44723999965936,13.614044999703765,14.146669999696314]",25,46,captured pig,11,0,11,0,1,2851302951258420469,,SymbolicViewB,2020.1.3,Win32,545459942044726518,-8604205575481149050,60
12,"[""left"",""left"",""left"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""left"",""right""]","[1.7269100002013147,5.007085000164807,6.435220000334084,8.26935000019148,8.468370000366122,8.654585000127554,8.872915000189096,9.091535000130534,10.763130000326782,12.788225000258535,13.654655000194907,13.806770000141114]",25,61,captured pig,12,0,12,0,1,2851302951258420469,,SymbolicViewB,2020.1.3,Win32,545459942044726518,-8604205575481149050,60
13,"[""left"",""left"",""down"",""down"",""up"",""up"",""up"",""right"",""right"",""right"",""left"",""right"",""right"",""right"",""right"",""left"",""right""]","[0.9939950001426041,2.62817500019446,3.9514750000089407,4.509595000185072,5.807804999873042,6.354270000010729,6.975474999751896,7.36341999983415,7.590739999897778,8.207479999866337,9.176035000011325,9.427395000122488,10.324699999764562,11.455844999756664,11.889055000152439,12.239684999920428,12.373800000175834]",25,72,captured pig,13,0,13,0,1,2851302951258420469,,SymbolicViewB,2020.1.3,Win32,545459942044726518,-8604205575481149050,60
14,"[""left"",""right"",""left"",""right"",""right"",""right"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""up"",""left"",""left"",""left""]","[1.1673550000414252,2.299430000130087,5.8508449997752905,7.76568999979645,9.01752999983728,10.54520499985665,14.727589999791235,15.54234499996528,15.964414999820292,16.154585000127554,16.370494999922812,16.603790000081062,17.204159999731928,18.885995000135154,19.203964999876916,19.825069999787956,20.47770999977365]",25,83,captured pig,14,0,14,0,1,2851302951258420469,,SymbolicViewB,2020.1.3,Win32,545459942044726518,-8604205575481149050,60
