,Controls.keys,Controls.rt,Points scored this round,Score,Method of Scoring,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,date,expName,psychopyVersion,OS,PROLIFIC_PID,UUID,frameRate
3,"[""down"",""left"",""left"",""left"",""down"",""down"",""down"",""left"",""left"",""down"",""down"",""left"",""right"",""right"",""right"",""right"",""up""]","[2.0407600000035018,3.010054999962449,4.02691999997478,4.851829999999609,4.852064999984577,5.591354999982286,6.99484499997925,7.957904999959283,8.672439999994822,9.257639999967068,10.32065499998862,10.893894999986514,11.83776999998372,13.026489999960177,13.724824999982957,14.155824999965262,15.117830000002868]",25,10,captured pig,3,0,3,0,1,0,,SymbolicViewB,2020.1.3,Win32,-570459555251931068,4797513988650075026,60
4,"[""up"",""up"",""right"",""right"",""down"",""up"",""left"",""up"",""up"",""up"",""left"",""left"",""down"",""down"",""right"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""left"",""down"",""left"",""left"",""left"",""left"",""left"",""right"",""right"",""right"",""right"",""right"",""right"",""down"",""right"",""right""]","[1.8747250000014901,2.698104999959469,3.281154999975115,3.8097799999522977,4.670774999947753,5.152179999975488,6.763804999995045,8.613894999958575,10.082735000003595,11.391834999958519,11.833634999988135,12.365124999952968,13.908529999956954,15.185814999975264,15.722384999971837,16.643184999993537,17.07458499999484,17.431805000000168,18.34209499997087,18.734469999966677,18.985339999955613,19.19016499997815,19.861355000000913,20.26473499997519,20.999644999974407,21.564870000001974,23.261314999952447,23.72630499996012,24.66946999996435,25.353759999969043,25.856654999952298,26.30032499996014,26.845664999971632,27.871854999975767,28.172469999990426,29.218244999996386,30.86640499997884,31.63006499997573,32.05457499995828]",0,-15,No points scored,4,0,4,0,1,0,,SymbolicViewB,2020.1.3,Win32,-570459555251931068,4797513988650075026,60
5,"[""right"",""down"",""left"",""right"",""left"",""left"",""down"",""down"",""down"",""right"",""right"",""right"",""right""]","[3.715985000017099,4.378865000035148,4.400164999999106,4.9625400000368245,5.467285000020638,6.098075000045355,6.883514999994077,7.557440000004135,7.927265000005718,8.344069999991916,9.12485000002198,9.426644999999553,9.819775000039954]",5,-23,Exited through black block,5,0,5,0,1,0,,SymbolicViewB,2020.1.3,Win32,-570459555251931068,4797513988650075026,60
6,"[""down"",""left"",""left"",""right"",""down"",""down"",""down"",""right"",""down"",""down"",""right"",""right"",""down"",""down"",""down"",""right"",""right"",""up"",""up"",""right"",""right"",""up""]","[0.8347249999642372,1.5811150000081398,2.121400000003632,2.6191649999818765,3.0811399999656714,3.467434999998659,4.134809999959543,5.372299999988172,5.896124999970198,8.109164999972563,8.550645000010263,9.41716999997152,11.00557999999728,13.158569999970496,13.96521999995457,14.530839999963064,15.241174999973737,17.849174999981187,18.495654999976978,18.992975000001024,19.508589999983087,20.56489999999758]",25,-17,captured pig,6,0,6,0,1,0,,SymbolicViewB,2020.1.3,Win32,-570459555251931068,4797513988650075026,60
8,"[""down"",""down"",""right"",""right"",""down"",""down"",""down"",""right"",""right""]","[2.420864999992773,3.0633900000248104,3.6071300000185147,4.175195000017993,4.691275000048336,5.182580000022426,5.64224000001559,6.201694999996107,6.642645000014454]",5,-44,Exited through black block,8,0,8,0,1,0,,SymbolicViewB,2020.1.3,Win32,-570459555251931068,4797513988650075026,60
9,"[""left"",""left"",""left"",""down"",""right"",""right"",""down"",""down"",""down"",""down"",""down"",""right"",""right"",""right"",""up"",""up"",""up"",""up"",""up"",""up"",""left"",""left"",""left"",""left"",""down"",""down""]","[1.8730750000104308,2.3761900000390597,3.261115000001155,3.7441150000086054,4.596870000008494,5.233515000029001,5.696649999998044,5.998655000003055,6.3398700000252575,6.520985000010114,7.406180000049062,7.768320000031963,8.272465000045486,8.734140000015032,9.578625000023749,9.920190000033472,10.343305000045802,10.785260000033304,11.168920000025537,16.240885000035632,16.78986000001896,17.950565000006463,22.843650000053458,23.675719999999274,23.675945000024512,24.125980000011623]",0,-69,No points scored,9,0,9,0,1,0,,SymbolicViewB,2020.1.3,Win32,-570459555251931068,4797513988650075026,60
10,"[""down"",""right"",""down"",""right"",""down"",""down"",""down"",""down"",""down"",""left"",""left"",""left""]","[0.8543350000400096,0.8545350000495091,1.3127100000274368,1.7647200000355951,2.27980000001844,2.476685000001453,2.7847850000252947,2.9981750000151806,4.043935000023339,4.395495000004303,4.871095000009518,5.293080000032205]",25,-56,captured pig,10,0,10,0,1,0,,SymbolicViewB,2020.1.3,Win32,-570459555251931068,4797513988650075026,60
11,"[""right"",""right"",""down"",""down"",""down""]","[1.4375250000157394,2.0316050000255927,2.704855000018142,2.9860150000313297,3.348664999997709]",25,-36,captured pig,11,0,11,0,1,0,,SymbolicViewB,2020.1.3,Win32,-570459555251931068,4797513988650075026,60
12,"[""right"",""right"",""down"",""left"",""down"",""left"",""down"",""down"",""down"",""down"",""down"",""right"",""right""]","[1.0395850000204518,1.540709999972023,1.9531849999912083,1.9845150000182912,2.4268150000134483,2.9589949999935925,3.7443699999712408,4.036640000005718,4.337959999975283,4.499124999972992,4.70763000001898,6.409129999985453,7.1182300000218675]",5,-42,Exited through black block,12,0,12,0,1,0,,SymbolicViewB,2020.1.3,Win32,-570459555251931068,4797513988650075026,60
13,"[""left"",""left"",""down"",""right"",""down"",""down"",""down"",""right"",""right"",""up"",""up"",""right"",""right"",""right"",""down"",""down"",""down"",""down"",""down"",""down"",""right"",""left"",""left""]","[1.0681500000064261,1.7850450000260025,2.2689099999843165,2.269060000020545,2.6609100000350736,3.1797050000168383,3.5859850000124425,4.069805000035558,4.569974999991246,5.1828199999872595,5.6489699999801815,6.194409999996424,6.494204999995418,6.956509999989066,7.326975000032689,7.603345000010449,7.984564999991562,8.936619999993127,9.196954999992158,10.731670000008307,11.543990000034682,12.432230000034906,13.042914999998175]",25,-35,captured pig,13,0,13,0,1,0,,SymbolicViewB,2020.1.3,Win32,-570459555251931068,4797513988650075026,60
