,Controls.keys,Controls.rt,Points scored this round,Score,Method of Scoring,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,date,expName,psychopyVersion,OS,PROLIFIC_PID,UUID,frameRate
3,"[""left"",""right"",""right"",""right"",""down"",""down"",""left"",""down"",""down"",""down"",""down"",""left"",""left"",""left"",""up"",""up"",""up"",""up"",""up"",""left"",""left"",""left"",""up"",""up"",""up"",""up"",""left"",""up"",""up"",""left""]","[0.8700300000200514,1.5499600000039209,1.9737200000090525,2.5351550000195857,2.8731799999950454,3.3372850000159815,3.9513300000107847,4.268355000007432,4.565549999999348,4.993459999997867,5.327630000014324,5.60563999999431,6.304805000021588,6.812360000010813,7.401530000002822,7.759290000016335,8.028879999998026,8.350470000004862,8.672810000018217,8.746825000009267,9.048130000010133,9.38369000001694,10.185740000015358,10.537100000015926,10.83644500002265,11.152235000015935,11.312685000011697,11.725115000008373,12.041465000016615,12.22846500002197]",0,-25,No points scored,3,0,3,0,1,1710866657214293487,,SymbolicViewB,2020.1.3,Win32,1710866657214293487,535119482164999180,60
4,"[""left"",""left"",""left"",""left""]","[1.3657450000173412,1.7041700000117999,1.9817600000242237,2.3251300000119954]",25,-3,captured pig,4,0,4,0,1,1710866657214293487,,SymbolicViewB,2020.1.3,Win32,1710866657214293487,535119482164999180,60
5,"[""left"",""left"",""down"",""down"",""down"",""right"",""right"",""right"",""right"",""up"",""up"",""up"",""left"",""up"",""up"",""left"",""left"",""left"",""left"",""down"",""down"",""down"",""down"",""down"",""left"",""left"",""left""]","[0.8223299999954179,2.20873000001302,2.5355300000228453,2.9102899999998044,3.4052950000041164,3.6938150000059977,4.015574999997625,4.384749999997439,4.704135000007227,5.208249999996042,5.600480000022799,5.959340000001248,6.250855000020238,6.344470000010915,6.678140000003623,7.256380000006175,7.884125000011409,8.566330000001471,8.824454999994487,9.134335000009742,9.480535000009695,9.992729999998119,10.662555000017164,11.007819999998901,11.319155000004685,11.727310000016587,12.075345000019297]",25,-1,captured pig,5,0,5,0,1,1710866657214293487,,SymbolicViewB,2020.1.3,Win32,1710866657214293487,535119482164999180,60
6,"[""right"",""right"",""right"",""down"",""down"",""down"",""left"",""left"",""left"",""left"",""left"",""up"",""up"",""up"",""right"",""right"",""right"",""right""]","[2.393609999999171,2.7068399999989197,3.1982499999867287,3.3548399999854155,4.498985000012908,8.556479999999283,9.43752000000677,9.98000999999931,10.617105000012089,10.903629999986151,11.196139999985462,11.829100000002654,12.277715000003809,12.555560000007972,12.836275000008754,13.130969999998342,13.351594999985537,14.100020000012591]",25,8,captured pig,6,0,6,0,1,1710866657214293487,,SymbolicViewB,2020.1.3,Win32,1710866657214293487,535119482164999180,60
8,"[""right"",""left"",""left"",""left"",""down"",""down"",""down"",""down"",""up"",""left"",""left"",""left"",""up"",""left"",""left"",""left"",""left""]","[0.9531699999934062,1.1765250000171363,1.5459200000041164,1.8060500000137836,2.109775000018999,2.378580000018701,2.6045199999934994,2.8736450000142213,3.4057400000165217,3.5806549999979325,3.8963199999998324,4.194294999993872,4.373565000016242,4.764885000011418,4.997280000010505,5.253185000008671,5.494080000004033]",5,2,Exited through black block,8,0,8,0,1,1710866657214293487,,SymbolicViewB,2020.1.3,Win32,1710866657214293487,535119482164999180,60
9,"[""left"",""left"",""down"",""down"",""down""]","[1.0018599999893922,1.2980849999876227,2.048674999998184,2.6471500000043306,2.9580449999775738]",25,22,captured pig,9,0,9,0,1,1710866657214293487,,SymbolicViewB,2020.1.3,Win32,1710866657214293487,535119482164999180,60
10,"[""left"",""left"",""down"",""down"",""down"",""right"",""right"",""right"",""down"",""down""]","[0.8055650000169408,1.214750000013737,1.5859650000056718,2.0230500000179745,2.5091649999958463,2.8944650000194088,3.2323449999967124,3.5180399999953806,4.297660000011092,4.624739999999292]",25,37,captured pig,10,0,10,0,1,1710866657214293487,,SymbolicViewB,2020.1.3,Win32,1710866657214293487,535119482164999180,60
11,"[""left"",""left"",""left""]","[0.5253749999974389,0.882549999980256,1.3635749999957625]",25,59,captured pig,11,0,11,0,1,1710866657214293487,,SymbolicViewB,2020.1.3,Win32,1710866657214293487,535119482164999180,60
12,"[""right"",""right"",""down"",""down"",""down"",""left"",""left"",""left"",""down"",""down"",""up"",""up"",""up"",""right"",""right"",""right"",""right""]","[2.044644999987213,3.6876249999913853,4.363184999994701,4.759970000013709,5.197184999997262,5.440620000008494,5.832504999998491,6.08759499998996,6.454560000012862,6.741455000010319,7.226874999993015,7.597600000008242,7.875040000013541,8.187869999994291,8.461385000002338,8.688454999995884,8.904145000007702]",5,47,Exited through black block,12,0,12,0,1,1710866657214293487,,SymbolicViewB,2020.1.3,Win32,1710866657214293487,535119482164999180,60
13,"[""left"",""right"",""right"",""right"",""right"",""down"",""down"",""down""]","[1.014869999984512,1.3686699999962002,1.669789999985369,1.952579999982845,2.2591749999846797,2.6006000000052154,2.8912799999816343,3.4295149999961723]",25,65,captured pig,13,0,13,0,1,1710866657214293487,,SymbolicViewB,2020.1.3,Win32,1710866657214293487,535119482164999180,60
14,"[""left"",""left"",""left"",""left"",""left""]","[0.9654950000112876,1.2150499999988824,1.4283700000087265,2.1121149999962654,2.5374200000078417]",25,87,captured pig,14,0,14,0,1,1710866657214293487,,SymbolicViewB,2020.1.3,Win32,1710866657214293487,535119482164999180,60
