,Controls.keys,Controls.rt,Points scored this round,Score,Method of Scoring,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,date,expName,psychopyVersion,OS,PROLIFIC_PID,UUID,frameRate
3,"[""left"",""left"",""right"",""left"",""left"",""right"",""right"",""right"",""right"",""right"",""down"",""up"",""down"",""down"",""up"",""up"",""up"",""left"",""left"",""up"",""up"",""right"",""right"",""down"",""down"",""down""]","[2.8372400000225753,3.5265549999894574,7.617289999965578,8.945884999935515,9.634759999928065,13.714434999972582,14.404020000016317,15.181585000013001,19.38951000000816,22.561239999951795,24.61441499995999,27.04440000001341,28.25530499999877,28.690379999927245,30.378499999991618,34.52277499996126,38.41093000001274,41.025649999966845,41.60337999998592,43.66975000000093,44.255750000011176,44.992465000017546,46.28524499991909,47.69504499994218,48.191744999960065,48.832210000022314]",0,-25,No points scored,3,0,3,0,1,-4039540473851730012,,SymbolicViewB,2020.1.3,Win32,-1733697464638036061,1614590235831964249,60
4,"[""down"",""left"",""left"",""right"",""right"",""right"",""right"",""down"",""down"",""down"",""down"",""down""]","[2.1777050000382587,5.27917500003241,6.117240000050515,13.39777999999933,13.983580000000075,14.80781999998726,15.060644999961369,16.738325000042096,17.00139999995008,17.333085000049323,18.05602000001818,18.398230000049807]",25,-11,captured pig,4,0,4,0,1,-4039540473851730012,,SymbolicViewB,2020.1.3,Win32,-1733697464638036061,1614590235831964249,60
5,"[""right"",""right"",""right"",""down"",""down"",""down"",""left"",""down"",""right"",""right""]","[4.426534999976866,7.686145000043325,7.891425000037998,9.045064999954775,17.138385000056587,17.184854999999516,19.304525000043213,21.87803999998141,22.407260000007227,23.02486999996472]",5,-15,Exited through black block,5,0,5,0,1,-4039540473851730012,,SymbolicViewB,2020.1.3,Win32,-1733697464638036061,1614590235831964249,60
6,"[""left"",""right"",""right"",""right"",""down"",""down"",""down"",""down"",""down""]","[2.5887499999953434,5.608439999981783,6.2412400000030175,6.891004999983124,7.886100000003353,8.166930000064895,8.46827499999199,8.896189999999478,10.030180000001565]",25,2,captured pig,6,0,6,0,1,-4039540473851730012,,SymbolicViewB,2020.1.3,Win32,-1733697464638036061,1614590235831964249,60
8,"[""left"",""right"",""right"",""right"",""left"",""left"",""down"",""left"",""left"",""left"",""left"",""left"",""left"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""left"",""left"",""left"",""left"",""down"",""down"",""right"",""right"",""right"",""right"",""down"",""up"",""right"",""right"",""down"",""right"",""right"",""down"",""right"",""down"",""down"",""down"",""down"",""down"",""down"",""left"",""left"",""left"",""right"",""right""]","[4.859319999930449,7.6321699999971315,8.053919999976642,8.567704999935813,11.39875499997288,12.215254999930039,34.95202999992762,34.953164999955334,34.95390999992378,34.9544599999208,34.9550899999449,34.95582999999169,34.95648499997333,35.09912499994971,35.09960499999579,35.100109999999404,35.10077999997884,35.101625000010245,35.10213999997359,35.102609999943525,35.103059999994,35.10351499996614,35.10395999997854,35.10442499991041,35.10487999999896,35.10535999992862,35.34175499994308,35.617050000000745,41.17024999996647,41.170564999920316,41.17084999999497,41.1710449999664,41.17125000001397,41.17261999996845,43.09383999998681,45.10691500001121,50.77410999999847,51.3363899999531,51.91163999994751,52.810479999985546,53.47138000000268,54.39078000001609,54.897259999997914,55.50754499994218,56.75613999995403,56.75673999998253,56.95652499992866,58.08575500000734,58.706735000014305,61.04367499996442,63.606664999970235,65.33764499996323]",0,-25,No points scored,8,0,8,0,1,-4039540473851730012,,SymbolicViewB,2020.1.3,Win32,-1733697464638036061,1614590235831964249,60
9,"[""right"",""right"",""down"",""down"",""down"",""down"",""down"",""left"",""left"",""left"",""right"",""right"",""right"",""up"",""up"",""up"",""up"",""up"",""left"",""down"",""down"",""down"",""down"",""up"",""down"",""down"",""down""]","[2.330269999918528,2.8324099999153987,3.935880000004545,4.394839999964461,4.6777449999935925,4.935719999950379,5.776414999971166,6.887199999997392,8.555399999953806,8.556029999977909,10.867519999970682,10.892464999924414,11.492559999926016,13.043609999935143,13.326980000012554,13.511924999998882,14.38098999997601,14.381144999992102,16.790099999983795,22.8269099999452,23.340154999983497,23.920949999941513,24.521509999991395,25.134324999991804,25.98243500001263,26.525599999935366,33.96763500000816]",0,-50,No points scored,9,0,9,0,1,-4039540473851730012,,SymbolicViewB,2020.1.3,Win32,-1733697464638036061,1614590235831964249,60
10,"[""left"",""left"",""left""]","[4.380529999965802,8.318700000061654,8.319394999998622]",25,-28,captured pig,10,0,10,0,1,-4039540473851730012,,SymbolicViewB,2020.1.3,Win32,-1733697464638036061,1614590235831964249,60
11,"[""right"",""right"",""down"",""down"",""down"",""down"",""down""]","[3.979230000055395,4.69761999999173,12.246440000017174,13.301135000074282,13.302395000006072,14.225044999970123,14.405430000042543]",25,-8,captured pig,11,0,11,0,1,-4039540473851730012,,SymbolicViewB,2020.1.3,Win32,-1733697464638036061,1614590235831964249,60
12,"[""left"",""left"",""left"",""right"",""right"",""right"",""right"",""right"",""down"",""down"",""down"",""down"",""down""]","[3.0551200000336394,3.822550000040792,4.1760449999710545,11.275965000037104,11.718059999984689,12.343055000063032,12.93922499998007,13.789420000044629,19.551775000058115,19.980005000019446,20.551985000027344,20.996440000017174,21.387805000063963]",25,4,captured pig,12,0,12,0,1,-4039540473851730012,,SymbolicViewB,2020.1.3,Win32,-1733697464638036061,1614590235831964249,60
13,"[""right"",""right"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""up"",""up"",""up"",""up""]","[1.923534999950789,2.478344999952242,3.4678449999773875,3.94706999999471,5.989949999959208,8.620430000009947,8.621610000031069,9.283219999982975,9.447519999928772,10.941974999965169,11.452079999959096,11.958214999991469,12.408365000039339]",25,18,captured pig,13,0,13,0,1,-4039540473851730012,,SymbolicViewB,2020.1.3,Win32,-1733697464638036061,1614590235831964249,60
