,Controls.keys,Controls.rt,Points scored this round,Score,Method of Scoring,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,date,expName,psychopyVersion,OS,PROLIFIC_PID,UUID,frameRate
3,"[""left"",""left"",""down"",""down"",""down"",""up"",""up"",""down"",""up"",""up"",""up"",""down"",""down"",""down"",""down"",""down"",""down""]","[1.2396949999965727,1.6153850000118837,1.9388449999969453,3.2978450000518933,3.7957300000125542,4.327649999991991,4.817999999970198,5.499350000056438,6.378400000045076,7.3141300000716,7.777360000065528,8.676105000078678,9.141554999980144,9.507910000043921,10.242014999967068,10.977139999973588,11.760355000034906]",25,8,captured pig,3,0,3,0,1,-6300428648777523130,,SymbolicViewB,2020.1.3,Win32,-1688742630350135228,-5032180838419510013,60
4,"[""left"",""left"",""down"",""down"",""down"",""right"",""down"",""down"",""right"",""right"",""right"",""down"",""down"",""down"",""left"",""left"",""left"",""right"",""right"",""left"",""left"",""right"",""right"",""right"",""right"",""up"",""up"",""up""]","[0.9798150000860915,1.373795000021346,1.7086600000038743,2.1568100000731647,2.5122100000735372,3.3602900000987574,4.038590000011027,4.397510000038892,4.742010000045411,5.003550000023097,5.520805000094697,5.856735000037588,6.093410000088625,6.285180000006221,6.870730000082403,7.07191000005696,7.514515000046231,8.753840000019409,9.318300000042655,10.24955500010401,10.827125000068918,11.22402000008151,11.543455000035465,11.805355000076815,12.003535000025295,12.432635000091977,12.841899999999441,13.236095000058413]",0,-17,No points scored,4,0,4,0,1,-6300428648777523130,,SymbolicViewB,2020.1.3,Win32,-1688742630350135228,-5032180838419510013,60
5,"[""right"",""right"",""down"",""down"",""down""]","[1.2450599999865517,1.587720000068657,2.113409999990836,2.4928599999984726,3.0763300000689924]",25,3,captured pig,5,0,5,0,1,-6300428648777523130,,SymbolicViewB,2020.1.3,Win32,-1688742630350135228,-5032180838419510013,60
6,"[""right"",""right"",""right"",""down"",""down"",""down""]","[0.959569999948144,1.2015449999598786,1.5137800000375137,1.852904999977909,2.1051799999549985,2.8562549999915063]",25,23,captured pig,6,0,6,0,1,-6300428648777523130,,SymbolicViewB,2020.1.3,Win32,-1688742630350135228,-5032180838419510013,60
8,"[""right"",""right"",""down"",""down"",""down"",""right"",""right""]","[1.2153699999907985,1.595765000092797,1.9447800000198185,2.2952200000872836,2.5933100000256673,2.914145000046119,3.3004100000252947]",5,-4,Exited through black block,8,0,8,0,1,-6300428648777523130,,SymbolicViewB,2020.1.3,Win32,-1688742630350135228,-5032180838419510013,60
9,"[""left"",""left"",""down"",""down"",""up"",""up"",""up"",""right"",""right"",""right"",""down"",""down"",""down"",""down"",""left"",""down"",""down"",""left"",""left"",""right"",""left"",""left"",""up"",""up"",""up""]","[1.1940999999642372,1.5270800000289455,1.8592100000241771,2.2946300000185147,2.863554999930784,3.2152149999747053,3.859779999940656,4.3734049999620765,4.675599999958649,4.957880000001751,5.540924999979325,6.0092449999647215,6.690919999964535,7.460910000023432,8.156414999975823,8.793345000012778,9.331189999938942,9.67668999999296,10.188194999936968,11.013114999979734,11.721064999932423,12.104384999955073,12.639579999959096,12.960680000018328,13.112854999955744]",0,-29,No points scored,9,0,9,0,1,-6300428648777523130,,SymbolicViewB,2020.1.3,Win32,-1688742630350135228,-5032180838419510013,60
10,"[""left"",""left"",""down"",""down"",""down""]","[1.0549650000175461,1.462459999951534,1.7953099999576807,2.171214999980293,2.3955999999307096]",25,-9,captured pig,10,0,10,0,1,-6300428648777523130,,SymbolicViewB,2020.1.3,Win32,-1688742630350135228,-5032180838419510013,60
11,"[""right"",""right"",""left"",""left"",""left"",""left""]","[1.113565000006929,1.325135000050068,2.3037200000835583,2.619550000061281,2.9334700000472367,3.356150000006892]",25,10,captured pig,11,0,11,0,1,-6300428648777523130,,SymbolicViewB,2020.1.3,Win32,-1688742630350135228,-5032180838419510013,60
12,"[""right"",""right"",""down"",""down"",""up"",""left"",""down"",""down"",""down"",""left"",""left"",""left"",""left"",""up"",""up"",""left"",""up"",""up"",""up"",""up"",""left""]","[2.5715900000650436,2.898810000042431,3.8616349999792874,4.1217150000156835,5.661545000039041,6.183590000029653,6.748555000056513,7.3950000000186265,7.559194999979809,7.976454999996349,8.336505000013858,9.55801000003703,10.228740000049584,10.430865000002086,10.815850000013597,11.390570000046864,11.94394500006456,12.246570000075735,12.677759999991395,13.041520000086166,14.188925000024028]",25,17,captured pig,12,0,12,0,1,-6300428648777523130,,SymbolicViewB,2020.1.3,Win32,-1688742630350135228,-5032180838419510013,60
13,"[""left"",""right"",""right"",""right"",""down"",""down"",""up"",""up"",""down"",""down"",""down"",""down"",""down"",""left"",""left"",""left""]","[1.213685000082478,1.7301100000040606,2.0793450000928715,2.3960800000932068,2.8955400000559166,3.145765000022948,3.6328850000863895,3.8152700000209734,4.652050000033341,4.934065000037663,5.297080000047572,5.420480000087991,5.56358000007458,6.432600000058301,6.619505000067875,6.796985000022687]",25,26,captured pig,13,0,13,0,1,-6300428648777523130,,SymbolicViewB,2020.1.3,Win32,-1688742630350135228,-5032180838419510013,60
14,"[""left"",""right"",""right"",""right"",""right"",""right"",""down"",""down"",""down"",""down"",""down""]","[1.7296699999133125,2.2299199999542907,2.5791849999222904,3.028749999939464,3.6287000000011176,3.928704999969341,4.194664999959059,4.661549999960698,4.977674999972805,5.180999999982305,6.143919999944046]",25,42,captured pig,14,0,14,0,1,-6300428648777523130,,SymbolicViewB,2020.1.3,Win32,-1688742630350135228,-5032180838419510013,60
