,Controls.keys,Controls.rt,Points scored this round,Score,Method of Scoring,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,date,expName,psychopyVersion,OS,PROLIFIC_PID,UUID,frameRate
3,"[""left"",""left"",""right"",""down"",""down"",""down"",""down"",""right"",""up"",""up"",""right"",""right"",""right"",""right"",""down"",""down"",""left"",""left"",""left"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""up""]","[0.6508649997413158,1.0832699998281896,1.5503549999557436,2.6501150000840425,2.7993950000964105,2.9322649999521673,3.3157999999821186,3.8158749998547137,4.181855000089854,4.532035000156611,4.931150000076741,5.181665000040084,5.4311799998395145,6.2143000001087785,6.413859999738634,6.780549999792129,9.246580000035465,9.595729999709874,9.912159999832511,10.395084999967366,10.69514499977231,11.678160000126809,11.928074999712408,12.21117000002414,12.727380000054836,13.160869999788702,13.327184999827296,13.776879999786615,13.960584999993443,14.393455000128597,14.94334500003606,16.109375,17.85888999979943,18.158189999870956,18.525159999728203,18.724314999766648,18.874694999773055,19.074670000001788,19.44077999982983]",0,-25,No points scored,3,0,3,0,1,-8087622573307183020,,SymbolicViewB,2020.1.3,Win32,-473169417378339459,2353879055733758518,60
4,"[""left"",""left"",""left"",""left"",""down"",""down"",""down"",""down"",""down"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""down"",""down"",""down""]","[0.8815300003625453,1.2321500000543892,1.5851700003258884,1.7480050004087389,2.802030000369996,2.9522100002504885,3.0813600001856685,3.280745000112802,4.504070000257343,4.79643000010401,5.2615400003269315,5.628605000209063,6.044914999976754,6.702419999986887,7.051270000170916,7.283139999955893,7.943460000213236,8.278945000376552,8.488104999996722]",25,-15,captured pig,4,0,4,0,1,-8087622573307183020,,SymbolicViewB,2020.1.3,Win32,-473169417378339459,2353879055733758518,60
5,"[""left"",""right"",""right"",""right"",""down"",""down"",""down"",""left"",""left"",""left"",""down"",""left"",""left"",""down"",""down"",""down"",""left""]","[0.6278649996966124,1.2439699997194111,1.3940799999982119,1.5451499996706843,1.9102349998429418,2.099544999655336,2.68747999984771,4.042719999793917,4.3096049996092916,4.516390000004321,5.1498449998907745,5.482304999604821,5.667905000038445,6.097064999863505,6.327885000035167,6.668324999976903,7.001960000023246]",25,-6,captured pig,5,0,5,0,1,-8087622573307183020,,SymbolicViewB,2020.1.3,Win32,-473169417378339459,2353879055733758518,60
6,"[""left"",""right"",""right"",""right"",""right"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""left"",""left"",""left"",""right"",""right"",""up"",""right"",""right"",""up"",""up"",""up"",""right"",""right""]","[1.0638899998739362,5.999919999856502,6.212469999678433,6.366969999857247,6.5807300000451505,6.760625000111759,7.084824999794364,7.227405000012368,7.337469999678433,7.727235000114888,7.866894999984652,8.009934999980032,8.261494999751449,8.41020999988541,9.552159999962896,9.693054999690503,9.91219999967143,11.05248499987647,11.276579999830574,11.582345000002533,12.09141999995336,12.334239999763668,12.608440000098199,12.809189999941736,12.993640000000596,13.394534999970347,13.560474999714643]",5,-22,Exited through black block,6,0,6,0,1,-8087622573307183020,,SymbolicViewB,2020.1.3,Win32,-473169417378339459,2353879055733758518,60
8,"[""right"",""right"",""down"",""down"",""down""]","[1.184309999924153,1.341529999859631,1.7428350001573563,1.8984499997459352,2.3484749998897314]",25,-4,captured pig,8,0,8,0,1,-8087622573307183020,,SymbolicViewB,2020.1.3,Win32,-473169417378339459,2353879055733758518,60
9,"[""right"",""right"",""down"",""down"",""down"",""down"",""down"",""down"",""left"",""left"",""left"",""left"",""left"",""down"",""down"",""down"",""down"",""left"",""left"",""left""]","[1.0000200001522899,1.4088050001300871,2.236490000039339,2.524015000090003,2.67107000015676,3.398425000254065,4.78937999997288,4.948245000094175,5.264094999991357,5.415225000120699,5.530710000079125,5.996645000297576,6.900154999922961,7.233365000225604,7.581035000272095,7.762930000200868,8.012205000035465,8.334365000016987,8.479135000146925,8.695449999999255]",25,8,captured pig,9,0,9,0,1,-8087622573307183020,,SymbolicViewB,2020.1.3,Win32,-473169417378339459,2353879055733758518,60
10,"[""right"",""right"",""right"",""right"",""down"",""right"",""right"",""right"",""right"",""right"",""right"",""down"",""down"",""down"",""left"",""right"",""down"",""down"",""down"",""right"",""down"",""down"",""down"",""left"",""up"",""up"",""left"",""left"",""left"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""right""]","[5.352640000171959,6.197025000117719,6.387775000184774,7.069099999964237,8.312344999983907,8.505214999895543,8.729255000129342,8.887630000244826,9.179119999986142,9.338615000247955,9.739680000115186,9.961430000141263,10.103409999981523,10.594430000055581,11.030215000268072,11.56442499998957,11.893904999829829,12.105405000038445,12.596505000256002,12.846324999816716,13.094585000071675,13.294234999921173,13.433164999820292,13.892860000021756,14.168965000193566,14.343590000178665,14.680920000188053,14.851015000138432,15.041974999941885,15.29346500011161,15.46443000016734,15.602179999928921,15.813120000064373,16.008625000249594,16.241725000087172,16.441910000052303,18.661005000118166]",25,9,captured pig,10,0,10,0,1,-8087622573307183020,,SymbolicViewB,2020.1.3,Win32,-473169417378339459,2353879055733758518,60
11,"[""right"",""right"",""down"",""down"",""down"",""down"",""down"",""down""]","[1.3985350001603365,1.658534999936819,2.0559350000694394,2.218574999831617,2.337234999984503,2.466434999834746,2.5926199997775257,2.7060050000436604]",25,28,captured pig,11,0,11,0,1,-8087622573307183020,,SymbolicViewB,2020.1.3,Win32,-473169417378339459,2353879055733758518,60
12,"[""left"",""left"",""down"",""down"",""down"",""down"",""down"",""right"",""right"",""right"",""up"",""up"",""left"",""up"",""up"",""left"",""left"",""left"",""left"",""left"",""up"",""up"",""up"",""up""]","[1.7030649995431304,1.9666449995711446,2.472289999946952,2.998814999591559,3.9481949997134507,4.341359999962151,5.006419999990612,5.622824999969453,6.967459999956191,7.1471749995835125,7.96195499971509,8.233329999726266,8.479389999993145,8.861779999919236,9.228029999881983,9.46292999992147,9.637719999998808,9.745654999744147,9.881444999948144,10.266144999768585,10.583794999867678,10.746904999949038,10.869654999580234,10.994024999905378]",25,30,captured pig,12,0,12,0,1,-8087622573307183020,,SymbolicViewB,2020.1.3,Win32,-473169417378339459,2353879055733758518,60
13,"[""left"",""left"",""left"",""left"",""left"",""left"",""left""]","[0.9835049998946488,3.765889999922365,3.924879999831319,4.065299999900162,4.281634999904782,4.449514999985695,4.632154999766499]",25,52,captured pig,13,0,13,0,1,-8087622573307183020,,SymbolicViewB,2020.1.3,Win32,-473169417378339459,2353879055733758518,60
