,Controls.keys,Controls.rt,Points scored this round,Score,Method of Scoring,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,date,expName,psychopyVersion,OS,PROLIFIC_PID,UUID,frameRate
3,"[""right"",""right"",""right"",""right"",""right"",""down"",""down"",""down""]","[3.591354999999581,3.8219600000002316,4.051045000000158,4.330750000000094,4.592069999999708,5.733369999999951,5.965040000000059,6.200439999999631]",25,20,captured pig,3,0,3,0,1,-8433089230205896187,,SymbolicViewB,2020.1.3,Win32,-1515560202564814334,5309481090628892267,60
4,"[""left"",""left"",""down"",""down"",""down"",""down"",""down"",""right"",""right"",""right"",""right"",""right"",""right"",""up"",""up"",""up"",""up"",""up"",""left"",""left"",""left"",""left"",""left"",""right"",""right"",""right"",""right"",""up"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""up"",""up"",""up"",""up"",""up"",""up"",""down"",""right"",""right"",""right"",""down"",""down"",""down"",""right"",""right"",""up"",""up"",""right"",""right""]","[1.731975000000574,2.0606250000000443,3.189960000000596,3.4232950000005076,3.6527000000005216,3.926774999999907,4.30033999999975,5.341350000000574,5.526270000000267,5.755874999999818,5.984190000000112,6.241885000000352,6.517515000000444,7.112614999999977,7.433605000000142,7.8503150000005775,8.081245000000294,8.317345000000373,8.892995000000127,9.077825000000303,9.305849999999722,9.536869999999908,9.765185000000201,10.224159999999728,10.418784999999815,10.62780500000008,10.856394999999779,11.911299999999756,12.194900000000388,12.406570000000087,12.58977000000047,12.817790000000045,13.001385000000468,13.194400000000314,13.42468000000008,14.020405000000196,14.214130000000296,14.419174999999981,14.602530000000115,14.831874999999854,15.110630000000114,15.797555000000088,16.174415000000394,16.42921000000021,16.659590000000193,16.89109999999981,17.348550000000586,17.624955000000213,18.948304999999863,19.18742999999992,20.05568000000038,20.637305000000197,21.607619999999756,21.79200500000023]",0,-5,No points scored,4,0,4,0,1,-8433089230205896187,,SymbolicViewB,2020.1.3,Win32,-1515560202564814334,5309481090628892267,60
5,"[""left"",""left"",""left"",""right"",""down"",""down"",""down"",""right"",""right"",""right"",""left"",""down"",""down"",""left"",""left"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""right"",""right"",""right"",""right""]","[3.4913649999998597,3.722939999999653,4.045154999999795,5.370969999999943,5.598179999999971,5.87699499999961,6.107304999999542,6.428254999999794,6.889215000000135,7.24597999999969,8.256129999999757,8.668480000000272,9.155950000000303,9.841819999999643,10.6675299999997,11.257200000000012,11.990915000000314,12.449560000000034,12.660450000000296,12.860674999999901,13.058809999999525,13.223904999999817,13.453005000000289,13.640290000000263,13.822309999999561,14.0561399999997,14.238069999999425,14.696224999999686,14.926029999999614,15.155539999999746,15.346840000000157,15.558460000000196,15.793055000000095]",5,-21,Exited through black block,5,0,5,0,1,-8433089230205896187,,SymbolicViewB,2020.1.3,Win32,-1515560202564814334,5309481090628892267,60
6,"[""left"",""left"",""down"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""down""]","[3.6074399999997695,3.930994999999683,3.9312299999992035,4.24665499999989,4.521009999999478,4.89609499999915,5.085589999999655,5.622689999999238,5.8073699999995085,6.522004999999837,6.6697149999999965,6.914034999999785,7.848844999999528,8.085749999999308,8.275109999999557,8.482324999999946,8.667544999999336,9.036184999999932,9.309889999999541,9.493909999999232,9.680069999999404,9.864104999999654,10.054669999999533,10.317019999999474,10.501094999999623,10.687434999999823,11.374399999999696,11.605744999999843,11.78975999999966,12.559109999999208,13.205559999999394,13.75432499999988,13.984514999999192,14.121834999999919,14.26613499999985,14.481139999999868,14.619209999999839,14.803474999999708,15.592149999999492,15.871274999999514,16.054574999999176,16.548509999999624]",25,-4,captured pig,6,0,6,0,1,-8433089230205896187,,SymbolicViewB,2020.1.3,Win32,-1515560202564814334,5309481090628892267,60
8,"[""right"",""right"",""right"",""down"",""down"",""down"",""down"",""down"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""right"",""down"",""down"",""down"",""down"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""up"",""right""]","[8.949225000000297,9.698150000000169,10.622994999999719,12.877005000000281,13.39078999999947,13.857324999999946,14.364015000000137,14.920204999999413,16.397095000000263,16.914874999999455,17.381000000000313,17.80040999999983,18.262885000000097,19.050860000000256,19.514689999999973,19.978465000000142,20.439625000000007,21.225655000000188,21.470564999999624,21.68609000000012,21.886139999999585,22.073029999999562,22.259554999999636,22.443629999999757,22.67494499999978,22.98084000000017,23.53125,26.294194999999462,28.5160649999998,28.981889999999993,29.86438000000001,30.012359999999717,32.91526999999951,33.515964999999625,33.98074499999984,34.51311999999962,35.14249000000018,35.47357000000011,35.70637499999975,37.98514999999952,41.40121999999974]",0,-54,No points scored,8,0,8,0,1,-8433089230205896187,,SymbolicViewB,2020.1.3,Win32,-1515560202564814334,5309481090628892267,60
9,"[""right"",""down"",""down"",""down"",""down"",""down"",""down"",""left"",""down"",""left"",""left"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""up"",""up"",""right"",""right"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""up"",""up"",""up"",""up"",""up"",""up"",""down"",""left""]","[3.6274000000002786,9.555089999999808,9.773095000000438,9.961575000000238,10.149000000000314,10.33300000000051,10.535109999999776,10.945719999999682,11.261954999999972,11.721914999999996,12.043994999999967,12.383995000000112,12.796435000000173,13.050764999999927,13.258055000000212,13.516199999999998,13.762370000000345,13.947724999999963,14.135035000000215,14.395124999999979,14.818815000000512,15.048120000000353,15.2344700000003,15.424590000000563,15.610969999999753,15.892600000000101,16.077110000000147,16.742325000000136,17.06653000000003,17.757274999999908,17.98863499999962,18.417554999999965,18.61994000000047,18.885825000000267,19.117809999999707,19.301645000000434,19.491375000000488,19.7213449999999,19.90494500000014,20.601279999999832,20.802905000000436,20.971590000000077,21.169225000000523,21.353339999999577,21.539359999999732,22.046785000000426,22.41964499999986,22.649444999999986,24.976325000000514,25.519669999999707,25.97752500000027,26.400690000000424,26.773680000000212,27.008530000000036,27.194730000000135,27.430725000000137,28.266765000000277,28.54887500000038,28.78556999999998,29.07416000000009,29.67915499999978,29.973219999999827,30.759409999999633,30.901405000000494]",0,-79,No points scored,9,0,9,0,1,-8433089230205896187,,SymbolicViewB,2020.1.3,Win32,-1515560202564814334,5309481090628892267,60
10,"[""right"",""right"",""right"",""right"",""down"",""down"",""down"",""down"",""down"",""down"",""down""]","[4.281834999999774,4.479064999999537,4.752754999999524,4.938554999999724,5.911304999999629,6.141614999999547,6.3430749999997715,6.555269999999837,6.799425000000156,6.9852350000001024,7.209574999999859]",25,-61,captured pig,10,0,10,0,1,-8433089230205896187,,SymbolicViewB,2020.1.3,Win32,-1515560202564814334,5309481090628892267,60
11,"[""up"",""up"",""right"",""right"",""right"",""down"",""down"",""down"",""down"",""left"",""left"",""down"",""down"",""down"",""down"",""left"",""down"",""down"",""down"",""down"",""down"",""down"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""left"",""left"",""left"",""left"",""left"",""left"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""up"",""up""]","[2.196074999999837,2.6634449999992285,5.512404999999433,6.040124999999534,6.363699999999824,7.56553499999967,7.820564999999931,7.9910549999995055,8.243209999999635,9.221599999999853,9.747239999999692,10.87827500000003,11.110974999999598,11.250064999999267,11.435789999999542,13.96431499999926,17.046274999999696,17.50770999999986,17.83251999999993,20.17574499999955,20.366344999999455,20.55517499999945,21.428649999999777,21.648799999999937,21.81021999999939,21.994229999999334,22.178924999999253,22.363884999999755,22.503469999999652,22.736214999999902,24.8773599999995,25.065369999999348,25.20521500000001,25.389474999999948,25.574055000000044,25.712714999999605,25.899059999999736,26.03809999999976,26.23865999999998,26.387054999999236,26.560639999999694,27.25110499999937,27.479889999999614,27.663214999999582,27.849739999999656,28.032489999999598,28.17188999999962,28.356399999999667,28.80402999999933,28.988854999999603,29.17207999999937,29.44799999999941,29.677949999999328,29.862519999999677,30.369079999999485,30.611574999999903,30.812245000000075,30.985944999999447,31.26146499999959,31.446609999999964,31.63171499999953,31.817519999999604,34.55864500000007,34.75072999999975,35.07670499999949,35.31723499999953,35.57179499999984,37.07492000000002,37.30907499999921,37.5055399999992,41.40670999999929,41.87549999999919,42.341159999999945,42.688579999999945,43.07753999999932,44.7101049999992,44.91418499999958]",0,-86,No points scored,11,0,11,0,1,-8433089230205896187,,SymbolicViewB,2020.1.3,Win32,-1515560202564814334,5309481090628892267,60
12,"[""right"",""right"",""right"",""right"",""down"",""down"",""down"",""down"",""down"",""down""]","[5.263254999999845,5.675619999999981,5.675975000000108,5.863610000000335,6.836435000000165,7.023229999999785,7.256290000000263,7.4570199999998295,7.655939999999646,7.833364999999503]",25,-67,captured pig,12,0,12,0,1,-8433089230205896187,,SymbolicViewB,2020.1.3,Win32,-1515560202564814334,5309481090628892267,60
13,"[""left"",""left"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""left"",""left"",""left""]","[2.16341999999986,2.6346050000001924,3.832974999999408,4.064014999999927,4.26514499999945,4.463090000000193,4.688844999999674,4.920645000000093,7.6219249999994645,7.859819999999729,8.051440000000184,8.286244999999326,8.518930000000125,8.713469999999688,8.918869999999515,9.089339999999538,10.95593000000008,11.210259999999835,11.36431999999968,11.593025000000125,11.781170000000202,12.154294999999365,12.52693999999974,12.80706999999984,12.998599999999897,13.191530000000057,16.192349999999408,16.426344999999856,16.61175000000003,16.845134999999573,17.585794999999962,17.890699999999924,18.16672000000017,18.399959999999737,18.67667999999958,23.241189999999733,23.80272999999943,24.1734749999996,24.44572499999964,24.647274999999354,24.825890000000072,25.011304999999993,34.12698499999988,34.40752499999962,37.34882000000016,37.44279999999981,37.83669000000009,38.17551000000003,38.502300000000105,38.783644999999524,39.202580000000125,39.43556499999977,40.71089999999998,40.942009999999755,44.252050000000054,44.438944999999876,44.673109999999724]",25,-54,captured pig,13,0,13,0,1,-8433089230205896187,,SymbolicViewB,2020.1.3,Win32,-1515560202564814334,5309481090628892267,60
