,Controls.keys,Controls.rt,Points scored this round,Score,Method of Scoring,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,date,expName,psychopyVersion,OS,PROLIFIC_PID,UUID,frameRate
3,"[""left"",""left"",""left"",""down"",""right"",""right"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""right"",""right"",""up"",""up"",""right"",""right"",""up"",""right"",""down"",""down"",""down"",""right"",""right"",""right"",""up"",""up"",""up"",""up"",""up"",""right"",""up"",""up"",""up"",""up"",""up"",""right""]","[11.566000000000713,11.899000000001251,12.229000000001179,12.56500000000051,12.94300000000112,13.239999999999782,13.531000000000859,13.809000000001106,14.104000000001179,14.346999999999753,14.658000000001266,14.98700000000099,15.350000000000364,15.718000000000757,15.978000000000975,16.335000000000946,16.730999999999767,17.127000000000407,17.407000000001062,17.46100000000115,17.709000000000742,17.71100000000115,17.96900000000096,18.342000000000553,18.679000000000087,18.94499999999971,19.317000000000917,19.673000000000684,19.965000000000146,20.561999999999898,20.829999999999927,21.093000000000757,21.345000000001164,21.65099999999984,22.091000000000463,22.780000000000655,23.159999999999854,23.537000000000262,23.863000000001193,24.25400000000093,24.36200000000099]",0,-25,No points scored,3,0,3,0,1,3801165558898580451,,SymbolicViewB,2020.1.3,Win32,1495322549684886500,7945282380120967462,60
4,"[""up"",""left"",""left"",""left"",""left"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""left"",""left"",""left""]","[2.6820000000006985,3.1780000000017026,3.492000000000189,4.505000000001132,5.2370000000009895,5.575000000000728,6.268000000000029,6.767000000001644,7.397000000000844,7.777000000000044,8.100000000000364,8.449000000000524,8.802000000001499,9.096000000001254,9.384000000000015,9.59100000000035,9.838999999999942,10.134000000000015,10.432000000000698,10.72400000000016,11.017000000001644,11.369000000000597,11.674000000000888,12.884000000000015,13.231999999999857,13.86700000000019,14.234000000000378,14.84900000000016]",25,-12,captured pig,4,0,4,0,1,3801165558898580451,,SymbolicViewB,2020.1.3,Win32,1495322549684886500,7945282380120967462,60
5,"[""left"",""left"",""right"",""right"",""right"",""right"",""right"",""down"",""down"",""down"",""left""]","[3.8259999999991123,4.234999999998763,4.548999999999069,4.854999999999563,5.109999999998763,5.401999999998225,5.901999999998225,5.9539999999997235,6.272999999999229,6.581999999998516,10.503999999998996]",25,3,captured pig,5,0,5,0,1,3801165558898580451,,SymbolicViewB,2020.1.3,Win32,1495322549684886500,7945282380120967462,60
6,"[""left"",""left"",""down"",""right"",""right"",""right"",""right"",""down"",""up"",""left"",""down"",""left"",""left"",""left"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""left"",""left"",""left"",""left"",""down"",""down"",""down"",""down"",""down""]","[1.418999999999869,2.0570000000006985,2.941000000000713,4.779000000000451,5.02599999999984,5.279000000000451,5.617000000000189,8.779000000000451,12.17200000000048,13.498000000001412,14.913000000000466,19.235000000000582,20.804000000000087,21.564000000000306,22.57400000000041,24.488000000001193,24.82600000000093,25.07600000000093,25.413000000000466,25.85200000000077,26.25300000000061,29.532000000001062,31.931000000000495,32.25200000000052,32.54700000000048,32.89199999999971,33.710000000000946,34.06100000000151,34.35900000000038,34.64500000000044,35.248999999999796]",0,-22,No points scored,6,0,6,0,1,3801165558898580451,,SymbolicViewB,2020.1.3,Win32,1495322549684886500,7945282380120967462,60
8,"[""up"",""left"",""left"",""left"",""left"",""right"",""right"",""right"",""right"",""right"",""right"",""down"",""down"",""down"",""down"",""down"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""up"",""up"",""up"",""up"",""up"",""left"",""up"",""up"",""up"",""up"",""up""]","[1.3200000000016416,1.8460000000014816,2.5050000000011323,2.875,3.212000000001467,3.6780000000018163,4.015000000001351,4.646000000000754,4.9970000000013215,6.0410000000011905,6.293000000001598,6.6820000000006985,6.96800000000087,7.217000000000667,7.548000000000798,8.055000000000405,8.578000000001452,9.028000000000361,9.427000000001613,9.815000000000623,10.217000000000667,10.657000000001176,11.049000000001001,11.448000000000434,12.034000000001583,12.549000000001001,13.05900000000122,13.4810000000017,13.913000000000466,14.310000000001423,14.813000000000216,15.300000000001205,15.790000000000987,17.550000000001205,18.51500000000135,19.38200000000154,19.821000000001845,20.165000000000987,20.57000000000164,21.022000000000958,21.662000000000376,22.100000000000477,22.688000000000216,23.318000000001234,23.617000000000303,23.958000000000652,24.310000000001423,24.850000000000477]",0,-27,No points scored,8,0,8,0,1,3801165558898580451,,SymbolicViewB,2020.1.3,Win32,1495322549684886500,7945282380120967462,60
9,"[""up"",""up"",""right"",""right"",""right"",""right"",""right"",""down"",""right"",""right"",""right"",""down"",""down"",""down"",""down"",""left"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""left"",""up"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""up"",""up"",""left"",""left"",""left"",""left"",""down"",""down"",""down"",""down"",""down"",""right"",""down"",""right"",""up""]","[3.263999999999328,3.59800000000007,3.9460000000000264,4.254999999999313,4.533999999999878,4.797999999998979,5.196000000000026,5.585999999999444,5.937000000000012,6.237999999999488,6.578999999999837,7.059999999999604,7.243999999998891,7.489999999999895,7.684999999999604,7.9749999999986585,8.362999999999488,8.710999999999444,8.957000000000448,9.292999999999779,9.497999999999706,9.818999999999619,10.037000000000376,10.280999999999153,10.537000000000376,10.969999999999459,11.280999999999153,11.67100000000039,12.313000000000216,12.91299999999876,12.915999999999372,13.460999999999444,13.849999999998658,14.733999999998673,16.170000000000186,16.514999999999645,16.958999999999037,17.32699999999943,17.747999999999706,18.236999999999284,18.67299999999898,19.19399999999962,19.62899999999911,26.51699999999994,26.777000000000157,27.17299999999898,27.752999999998906,28.127999999998906,28.64499999999873,28.688000000000216,29.029999999998836,29.390999999999735,29.828999999999837,30.319999999999823,30.91799999999978,30.920000000000186,31.421999999998775,31.42399999999907]",0,-52,No points scored,9,0,9,0,1,3801165558898580451,,SymbolicViewB,2020.1.3,Win32,1495322549684886500,7945282380120967462,60
10,"[""right"",""up"",""up"",""up"",""right"",""right"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""right"",""right"",""right"",""right"",""right"",""down"",""down"",""right"",""down"",""down"",""down"",""down"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""right"",""right""]","[1.4349999999994907,1.6829999999990832,2.3739999999997963,3.587999999999738,3.9429999999993015,4.19800000000032,4.831000000000131,5.168999999999755,5.617000000000189,6.013999999999214,6.596999999999866,8.037000000000262,8.472999999999956,11.896999999999025,12.351999999998952,13.127999999998792,13.465000000000146,13.72400000000016,14.020999999998935,14.363999999999578,14.84100000000035,15.266999999999825,16.35399999999936,16.458999999998923,16.912000000000262,17.342999999998824,18.465000000000146,18.903000000000247,19.24699999999939,20.368000000000393,21.216999999998734,21.5679999999993,22.58599999999933,23.037000000000262,23.540999999999258,25.19499999999971,27.51599999999962,28.013999999999214,38.259000000000015,38.45999999999913]",0,-77,No points scored,10,0,10,0,1,3801165558898580451,,SymbolicViewB,2020.1.3,Win32,1495322549684886500,7945282380120967462,60
11,"[""up"",""right"",""right"",""right"",""down"",""down"",""down""]","[1.2039999999996098,1.8940000000002328,2.1390000000009195,2.4410000000005994,2.6840000000009923,2.987000000000876,4.4440000000012105]",25,-57,captured pig,11,0,11,0,1,3801165558898580451,,SymbolicViewB,2020.1.3,Win32,1495322549684886500,7945282380120967462,60
12,"[""up"",""left"",""up"",""right"",""right"",""right"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""right"",""right""]","[1.4030000000002474,1.4699999999993452,2.0599999999994907,2.106999999999971,2.360000000000582,2.610000000000582,3.014999999999418,3.2810000000008586,3.6010000000005675,4.944999999999709,5.2450000000008,5.59900000000016,5.993000000000393,6.4310000000006085,6.985000000000582,7.466000000000349,8.222999999999956,8.640999999999622,9.406000000000859,9.511000000000422,9.802999999999884]",5,-61,Exited through black block,12,0,12,0,1,3801165558898580451,,SymbolicViewB,2020.1.3,Win32,1495322549684886500,7945282380120967462,60
13,"[""up"",""left"",""right"",""right"",""down"",""down"",""left"",""down"",""down"",""left"",""left"",""left"",""left"",""right"",""right"",""right"",""right"",""up"",""up"",""up"",""left"",""left"",""left""]","[1.206000000000131,1.8890000000009195,2.851000000000454,3.1730000000007976,3.5450000000000728,3.8469999999998663,4.493000000000393,5.040000000000873,5.337999999999738,5.673000000000798,6.0670000000010305,6.3180000000011205,6.554000000000087,7.283000000001152,7.518000000000029,7.729000000001179,7.971999999999866,8.55199999999968,8.793999999999755,9.134000000000015,9.703999999999724,9.993000000000393,10.292999999999665]",25,-58,captured pig,13,0,13,0,1,3801165558898580451,,SymbolicViewB,2020.1.3,Win32,1495322549684886500,7945282380120967462,60
