,Controls.keys,Controls.rt,Points scored this round,Score,Method of Scoring,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,date,expName,psychopyVersion,OS,PROLIFIC_PID,UUID,frameRate
3,"[""right"",""right"",""down"",""down"",""down"",""right"",""right""]","[2.161705000034999,2.9892150000086986,3.559290000004694,4.53224000002956,5.016735000011977,6.280209999997169,6.55419500003336]",5,-2,Exited through black block,3,0,3,0,1,0,,SymbolicViewB,2020.1.3,Linux x86_64,-963776738621574341,1861836730666381104,60
4,"[""up"",""right"",""down"",""down"",""down"",""right"",""down"",""right"",""right""]","[1.2718950000125915,2.8328399999882095,3.3729999999632128,3.885759999975562,4.299629999964964,4.657934999966528,5.980664999980945,7.18739999999525,7.517684999969788]",5,-6,Exited through black block,4,0,4,0,1,0,,SymbolicViewB,2020.1.3,Linux x86_64,-963776738621574341,1861836730666381104,60
5,"[""left"",""right"",""right"",""right"",""down"",""down"",""left"",""down"",""left"",""left"",""left"",""left"",""down""]","[1.3379599999752827,2.2763900000136346,2.6759650000021793,3.463309999962803,5.121684999961872,5.681730000011157,7.028630000015255,8.281134999997448,9.426929999957792,9.669679999991786,9.910094999999274,10.255979999958072,10.759985000011511]",25,9,captured pig,5,0,5,0,1,0,,SymbolicViewB,2020.1.3,Linux x86_64,-963776738621574341,1861836730666381104,60
6,"[""right"",""right"",""down"",""down"",""down"",""right"",""right""]","[1.3393299999879673,1.888680000032764,2.5454500000341795,2.8109699999913573,3.265750000020489,3.554935000021942,3.911759999988135]",5,7,Exited through black block,6,0,6,0,1,0,,SymbolicViewB,2020.1.3,Linux x86_64,-963776738621574341,1861836730666381104,60
8,"[""right"",""right"",""down"",""down"",""down"",""right"",""right""]","[1.3172899999772198,1.5381349999806844,2.003054999979213,2.203689999994822,2.5004749999498017,2.8161199999740347,3.294469999964349]",5,3,Exited through black block,8,0,8,0,1,0,,SymbolicViewB,2020.1.3,Linux x86_64,-963776738621574341,1861836730666381104,60
9,"[""left"",""left"",""left"",""right"",""right"",""right"",""down"",""down"",""down"",""right"",""down"",""up"",""up"",""up"",""right"",""right"",""right"",""down"",""down"",""down"",""right"",""right""]","[2.260699999984354,2.547694999957457,2.7737249999772757,3.53469000000041,4.041304999962449,4.559214999957476,4.984494999982417,5.393899999966379,6.369314999959897,8.079709999961779,8.681024999998044,9.570059999998193,11.476599999994505,11.724119999969844,12.120999999984633,12.383624999958556,12.63586999999825,13.0439100000076,13.367785000009462,13.71783499995945,13.99364499998046,14.226789999986067]",5,-13,Exited through black block,9,0,9,0,1,0,,SymbolicViewB,2020.1.3,Linux x86_64,-963776738621574341,1861836730666381104,60
10,"[""right"",""right"",""down"",""down"",""down"",""right"",""right""]","[1.3201499999850057,1.7431399999768473,2.0884400000213645,2.3312000000150874,2.601314999978058,2.9168100000242703,3.1447550000157207]",5,-15,Exited through black block,10,0,10,0,1,0,,SymbolicViewB,2020.1.3,Linux x86_64,-963776738621574341,1861836730666381104,60
11,"[""right"",""right"",""left"",""down"",""down"",""down"",""down"",""right"",""right""]","[1.5439599999808706,1.932889999996405,2.3892699999851175,2.7223549999762326,3.027574999956414,3.3465549999964423,3.6855699999723583,4.114194999972824,4.501034999964759]",5,-19,Exited through black block,11,0,11,0,1,0,,SymbolicViewB,2020.1.3,Linux x86_64,-963776738621574341,1861836730666381104,60
12,"[""right"",""right"",""down"",""down"",""down"",""right"",""right""]","[0.9198100000503473,1.1448350000428036,1.6211650000186637,1.8757500000065193,2.3695750000188127,2.654210000007879,3.1747250000480562]",5,-21,Exited through black block,12,0,12,0,1,0,,SymbolicViewB,2020.1.3,Linux x86_64,-963776738621574341,1861836730666381104,60
13,"[""right"",""right"",""down"",""down"",""down"",""right"",""right""]","[0.911069999972824,1.5623349999659695,1.866249999962747,2.124484999978449,2.8946799999685027,3.3921899999841116,3.644289999967441]",5,-23,Exited through black block,13,0,13,0,1,0,,SymbolicViewB,2020.1.3,Linux x86_64,-963776738621574341,1861836730666381104,60
14,"[""left"",""left"",""left"",""left"",""down"",""down"",""down"",""left"",""left""]","[0.6963399999658577,0.9560250000213273,1.19662000000244,1.6480599999777041,2.1435400000191294,2.4730149999959394,3.008274999971036,3.4106700000120327,3.8011999999871477]",5,-27,Exited through black block,14,0,14,0,1,0,,SymbolicViewB,2020.1.3,Linux x86_64,-963776738621574341,1861836730666381104,60
